             ec_s1 |       fc | 232.626345*cm 0.000000*cm 723.866183*cm | ordered: zxy 90.0*deg 25.0*deg 0.0*deg |   G4Trap | 26.7767*cm 0.0*rad 0.0*rad 204.35336*cm 1.0E-6*cm 209.32463509128354*cm 0.0*rad 204.35336*cm 1.0E-6*cm 209.32463509128354*cm 0.0*rad  | 
U_strip_4_24_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 57.421541*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 122.98469617935707*cm 128.3318568605393*cm 0.0*rad 5.22014*cm 122.98469617935707*cm 128.3318568605393*cm 0.0*rad  | 
U_strip_4_25_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 67.861821*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 128.3318568605393*cm 133.67901754172146*cm 0.0*rad 5.22014*cm 128.3318568605393*cm 133.67901754172146*cm 0.0*rad  | 
U_strip_4_26_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 78.302101*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 133.67901754172146*cm 139.02617822290367*cm 0.0*rad 5.22014*cm 133.67901754172146*cm 139.02617822290367*cm 0.0*rad  | 
U_strip_4_27_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 88.742381*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 139.02617822290367*cm 144.37333890408584*cm 0.0*rad 5.22014*cm 139.02617822290367*cm 144.37333890408584*cm 0.0*rad  | 
U_strip_4_28_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 99.182661*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 144.37333890408584*cm 149.72049958526804*cm 0.0*rad 5.22014*cm 144.37333890408584*cm 149.72049958526804*cm 0.0*rad  | 
U_strip_4_29_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 109.622941*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 149.72049958526804*cm 155.06766026645022*cm 0.0*rad 5.22014*cm 149.72049958526804*cm 155.06766026645022*cm 0.0*rad  | 
U_strip_4_30_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 120.063221*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 155.06766026645022*cm 160.41482094763242*cm 0.0*rad 5.22014*cm 155.06766026645022*cm 160.41482094763242*cm 0.0*rad  | 
U_strip_4_31_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 130.503501*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 160.41482094763242*cm 165.7619816288146*cm 0.0*rad 5.22014*cm 160.41482094763242*cm 165.7619816288146*cm 0.0*rad  | 
U_strip_4_32_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 140.943781*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 165.7619816288146*cm 171.1091423099968*cm 0.0*rad 5.22014*cm 165.7619816288146*cm 171.1091423099968*cm 0.0*rad  | 
U_strip_4_33_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 151.384061*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 171.1091423099968*cm 176.45630299117897*cm 0.0*rad 5.22014*cm 171.1091423099968*cm 176.45630299117897*cm 0.0*rad  | 
U_strip_4_34_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 161.824341*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 176.45630299117897*cm 181.80346367236118*cm 0.0*rad 5.22014*cm 176.45630299117897*cm 181.80346367236118*cm 0.0*rad  | 
U_strip_4_35_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 172.264621*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 181.80346367236118*cm 187.15062435354335*cm 0.0*rad 5.22014*cm 181.80346367236118*cm 187.15062435354335*cm 0.0*rad  | 
U_strip_4_36_s6_stack_1 | U-scintillator_4_s6_view_1_stack_1 | 0.000000*cm 182.704901*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.22014*cm 187.15062435354335*cm 192.49778503472555*cm 0.0*rad 5.22014*cm 187.15062435354335*cm 192.49778503472555*cm 0.0*rad  | 
lead_5_s6_view_2_stack_1 |    ec_s6 | 0.000000*cm 0.034240*cm -16.494750*cm | 0 0 0 |   G4Trap | 0.11904999999999999*cm 0.0*rad 0.0*rad 188.30527966463615*cm 1.0E-6*cm 192.88727648717486*cm 0.0*rad 188.30527966463615*cm 1.0E-6*cm 192.88727648717486*cm 0.0*rad  | 
V-scintillator_5_s6_view_2_stack_1 |    ec_s6 | -48.221819*cm 94.186879*cm -15.875600*cm | 0.0*deg 180.0*deg 62.88000000000001*deg |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 171.680041*cm 211.5661923684262*cm 1.0E-6*cm -0.103625284124869*rad 171.680041*cm 211.5661923684262*cm 1.0E-6*cm -0.103625284124869*rad  | 
V_strip_5_1_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -17.358392*cm 166.911149*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 5.876839258833588*cm 6.161642062062013E-7*cm -0.103625284124869*rad 4.76889*cm 5.876839258833588*cm 6.161642062062013E-7*cm -0.103625284124869*rad  | 
V_strip_5_2_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -16.366484*cm 157.373369*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 11.753677901502972*cm 5.876839258833588*cm -0.103625284124869*rad 4.76889*cm 11.753677901502972*cm 5.876839258833588*cm -0.103625284124869*rad  | 
V_strip_5_3_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -15.374576*cm 147.835589*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 17.63051654417235*cm 11.753677901502972*cm -0.103625284124869*rad 4.76889*cm 17.63051654417235*cm 11.753677901502972*cm -0.103625284124869*rad  | 
V_strip_5_4_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -14.382668*cm 138.297809*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 23.507355186841735*cm 17.63051654417235*cm -0.103625284124869*rad 4.76889*cm 23.507355186841735*cm 17.63051654417235*cm -0.103625284124869*rad  | 
V_strip_5_5_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -13.390760*cm 128.760029*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 29.384193829511116*cm 23.507355186841735*cm -0.103625284124869*rad 4.76889*cm 29.384193829511116*cm 23.507355186841735*cm -0.103625284124869*rad  | 
V_strip_5_6_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -12.398852*cm 119.222249*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 35.261032472180496*cm 29.384193829511116*cm -0.103625284124869*rad 4.76889*cm 35.261032472180496*cm 29.384193829511116*cm -0.103625284124869*rad  | 
V_strip_5_7_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -11.406944*cm 109.684469*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 41.13787111484988*cm 35.261032472180496*cm -0.103625284124869*rad 4.76889*cm 41.13787111484988*cm 35.261032472180496*cm -0.103625284124869*rad  | 
V_strip_5_8_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -10.415035*cm 100.146689*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 47.01470975751926*cm 41.13787111484988*cm -0.103625284124869*rad 4.76889*cm 47.01470975751926*cm 41.13787111484988*cm -0.103625284124869*rad  | 
V_strip_5_9_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -9.423127*cm 90.608909*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 52.89154840018865*cm 47.01470975751926*cm -0.103625284124869*rad 4.76889*cm 52.89154840018865*cm 47.01470975751926*cm -0.103625284124869*rad  | 
V_strip_5_10_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -8.431219*cm 81.071129*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 58.76838704285802*cm 52.89154840018865*cm -0.103625284124869*rad 4.76889*cm 58.76838704285802*cm 52.89154840018865*cm -0.103625284124869*rad  | 
V_strip_5_11_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -7.439311*cm 71.533349*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 64.64522568552741*cm 58.76838704285802*cm -0.103625284124869*rad 4.76889*cm 64.64522568552741*cm 58.76838704285802*cm -0.103625284124869*rad  | 
V_strip_5_12_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -6.447403*cm 61.995569*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 70.52206432819679*cm 64.64522568552741*cm -0.103625284124869*rad 4.76889*cm 70.52206432819679*cm 64.64522568552741*cm -0.103625284124869*rad  | 
V_strip_5_13_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -5.455495*cm 52.457789*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 76.39890297086617*cm 70.52206432819679*cm -0.103625284124869*rad 4.76889*cm 76.39890297086617*cm 70.52206432819679*cm -0.103625284124869*rad  | 
V_strip_5_14_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -4.463587*cm 42.920009*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 82.27574161353556*cm 76.39890297086617*cm -0.103625284124869*rad 4.76889*cm 82.27574161353556*cm 76.39890297086617*cm -0.103625284124869*rad  | 
V_strip_5_15_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -3.471678*cm 33.382229*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 88.15258025620494*cm 82.27574161353556*cm -0.103625284124869*rad 4.76889*cm 88.15258025620494*cm 82.27574161353556*cm -0.103625284124869*rad  | 
V_strip_5_16_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -2.479770*cm 23.844449*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 94.02941889887433*cm 88.15258025620494*cm -0.103625284124869*rad 4.76889*cm 94.02941889887433*cm 88.15258025620494*cm -0.103625284124869*rad  | 
V_strip_5_17_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -1.487862*cm 14.306669*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 99.90625754154371*cm 94.02941889887433*cm -0.103625284124869*rad 4.76889*cm 99.90625754154371*cm 94.02941889887433*cm -0.103625284124869*rad  | 
V_strip_5_18_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | -0.495954*cm 4.768889*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 105.7830961842131*cm 99.90625754154371*cm -0.103625284124869*rad 4.76889*cm 105.7830961842131*cm 99.90625754154371*cm -0.103625284124869*rad  | 
V_strip_5_19_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 0.495954*cm -4.768891*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 111.65993482688246*cm 105.7830961842131*cm -0.103625284124869*rad 4.76889*cm 111.65993482688246*cm 105.7830961842131*cm -0.103625284124869*rad  | 
V_strip_5_20_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 1.487862*cm -14.306671*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 117.53677346955185*cm 111.65993482688246*cm -0.103625284124869*rad 4.76889*cm 117.53677346955185*cm 111.65993482688246*cm -0.103625284124869*rad  | 
V_strip_5_21_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 2.479770*cm -23.844451*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 123.41361211222123*cm 117.53677346955185*cm -0.103625284124869*rad 4.76889*cm 123.41361211222123*cm 117.53677346955185*cm -0.103625284124869*rad  | 
V_strip_5_22_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 3.471679*cm -33.382231*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 129.2904507548906*cm 123.41361211222123*cm -0.103625284124869*rad 4.76889*cm 129.2904507548906*cm 123.41361211222123*cm -0.103625284124869*rad  | 
V_strip_5_23_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 4.463587*cm -42.920011*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 135.16728939755998*cm 129.2904507548906*cm -0.103625284124869*rad 4.76889*cm 135.16728939755998*cm 129.2904507548906*cm -0.103625284124869*rad  | 
V_strip_5_24_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 5.455495*cm -52.457791*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 141.04412804022937*cm 135.16728939755998*cm -0.103625284124869*rad 4.76889*cm 141.04412804022937*cm 135.16728939755998*cm -0.103625284124869*rad  | 
V_strip_5_25_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 6.447403*cm -61.995571*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 146.92096668289875*cm 141.04412804022937*cm -0.103625284124869*rad 4.76889*cm 146.92096668289875*cm 141.04412804022937*cm -0.103625284124869*rad  | 
V_strip_5_26_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 7.439311*cm -71.533351*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 152.79780532556813*cm 146.92096668289875*cm -0.103625284124869*rad 4.76889*cm 152.79780532556813*cm 146.92096668289875*cm -0.103625284124869*rad  | 
V_strip_5_27_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 8.431219*cm -81.071131*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 158.67464396823755*cm 152.79780532556813*cm -0.103625284124869*rad 4.76889*cm 158.67464396823755*cm 152.79780532556813*cm -0.103625284124869*rad  | 
V_strip_5_28_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 9.423127*cm -90.608911*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 164.55148261090693*cm 158.67464396823755*cm -0.103625284124869*rad 4.76889*cm 164.55148261090693*cm 158.67464396823755*cm -0.103625284124869*rad  | 
V_strip_5_29_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 10.415036*cm -100.146691*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 170.42832125357629*cm 164.55148261090693*cm -0.103625284124869*rad 4.76889*cm 170.42832125357629*cm 164.55148261090693*cm -0.103625284124869*rad  | 
V_strip_5_30_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 11.406944*cm -109.684471*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 176.30515989624567*cm 170.42832125357629*cm -0.103625284124869*rad 4.76889*cm 176.30515989624567*cm 170.42832125357629*cm -0.103625284124869*rad  | 
V_strip_5_31_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 12.398852*cm -119.222251*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 182.18199853891505*cm 176.30515989624567*cm -0.103625284124869*rad 4.76889*cm 182.18199853891505*cm 176.30515989624567*cm -0.103625284124869*rad  | 
V_strip_5_32_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 13.390760*cm -128.760031*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 188.05883718158444*cm 182.18199853891505*cm -0.103625284124869*rad 4.76889*cm 188.05883718158444*cm 182.18199853891505*cm -0.103625284124869*rad  | 
V_strip_5_33_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 14.382668*cm -138.297811*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 193.93567582425382*cm 188.05883718158444*cm -0.103625284124869*rad 4.76889*cm 193.93567582425382*cm 188.05883718158444*cm -0.103625284124869*rad  | 
V_strip_5_34_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 15.374576*cm -147.835591*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 199.8125144669232*cm 193.93567582425382*cm -0.103625284124869*rad 4.76889*cm 199.8125144669232*cm 193.93567582425382*cm -0.103625284124869*rad  | 
V_strip_5_35_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 16.366484*cm -157.373371*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 205.6893531095926*cm 199.8125144669232*cm -0.103625284124869*rad 4.76889*cm 205.6893531095926*cm 199.8125144669232*cm -0.103625284124869*rad  | 
V_strip_5_36_s6_stack_1 | V-scintillator_5_s6_view_2_stack_1 | 17.358393*cm -166.911151*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.76889*cm 211.56619175226197*cm 205.6893531095926*cm -0.103625284124869*rad 4.76889*cm 211.56619175226197*cm 205.6893531095926*cm -0.103625284124869*rad  | 
lead_6_s6_view_3_stack_1 |    ec_s6 | 0.000000*cm 0.042800*cm -15.256450*cm | 0 0 0 |   G4Trap | 0.11904999999999999*cm 0.0*rad 0.0*rad 188.7494992597573*cm 1.0E-6*cm 193.34230519384604*cm 0.0*rad 188.7494992597573*cm 1.0E-6*cm 193.34230519384604*cm 0.0*rad  | 
W-scintillator_6_s6_view_3_stack_1 |    ec_s6 | 48.335576*cm 94.417549*cm -14.637300*cm | 0.0*deg 0.0*deg 62.88000000000001*deg |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 172.08504100000002*cm 212.06528537545324*cm 1.0E-6*cm -0.103625284124869*rad 172.08504100000002*cm 212.06528537545324*cm 1.0E-6*cm -0.103625284124869*rad  | 
W_strip_6_1_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -17.399342*cm 167.304899*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 5.8907029534732285*cm 6.161642062062013E-7*cm -0.103625284124869*rad 4.78014*cm 5.8907029534732285*cm 6.161642062062013E-7*cm -0.103625284124869*rad  | 
W_strip_6_2_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -16.405093*cm 157.744619*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 11.781405290782251*cm 5.8907029534732285*cm -0.103625284124869*rad 4.78014*cm 11.781405290782251*cm 5.8907029534732285*cm -0.103625284124869*rad  | 
W_strip_6_3_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -15.410845*cm 148.184339*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 17.672107628091272*cm 11.781405290782251*cm -0.103625284124869*rad 4.78014*cm 17.672107628091272*cm 11.781405290782251*cm -0.103625284124869*rad  | 
W_strip_6_4_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -14.416597*cm 138.624059*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 23.562809965400294*cm 17.672107628091272*cm -0.103625284124869*rad 4.78014*cm 23.562809965400294*cm 17.672107628091272*cm -0.103625284124869*rad  | 
W_strip_6_5_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -13.422349*cm 129.063779*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 29.453512302709317*cm 23.562809965400294*cm -0.103625284124869*rad 4.78014*cm 29.453512302709317*cm 23.562809965400294*cm -0.103625284124869*rad  | 
W_strip_6_6_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -12.428101*cm 119.503499*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 35.344214640018336*cm 29.453512302709317*cm -0.103625284124869*rad 4.78014*cm 35.344214640018336*cm 29.453512302709317*cm -0.103625284124869*rad  | 
W_strip_6_7_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -11.433853*cm 109.943219*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 41.23491697732736*cm 35.344214640018336*cm -0.103625284124869*rad 4.78014*cm 41.23491697732736*cm 35.344214640018336*cm -0.103625284124869*rad  | 
W_strip_6_8_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -10.439605*cm 100.382939*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 47.12561931463638*cm 41.23491697732736*cm -0.103625284124869*rad 4.78014*cm 47.12561931463638*cm 41.23491697732736*cm -0.103625284124869*rad  | 
W_strip_6_9_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -9.445357*cm 90.822659*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 53.01632165194541*cm 47.12561931463638*cm -0.103625284124869*rad 4.78014*cm 53.01632165194541*cm 47.12561931463638*cm -0.103625284124869*rad  | 
W_strip_6_10_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -8.451109*cm 81.262379*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 58.907023989254434*cm 53.01632165194541*cm -0.103625284124869*rad 4.78014*cm 58.907023989254434*cm 53.01632165194541*cm -0.103625284124869*rad  | 
W_strip_6_11_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -7.456861*cm 71.702099*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 64.79772632656346*cm 58.907023989254434*cm -0.103625284124869*rad 4.78014*cm 64.79772632656346*cm 58.907023989254434*cm -0.103625284124869*rad  | 
W_strip_6_12_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -6.462613*cm 62.141819*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 70.68842866387249*cm 64.79772632656346*cm -0.103625284124869*rad 4.78014*cm 70.68842866387249*cm 64.79772632656346*cm -0.103625284124869*rad  | 
W_strip_6_13_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -5.468364*cm 52.581539*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 76.57913100118151*cm 70.68842866387249*cm -0.103625284124869*rad 4.78014*cm 76.57913100118151*cm 70.68842866387249*cm -0.103625284124869*rad  | 
W_strip_6_14_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -4.474116*cm 43.021259*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 82.46983333849053*cm 76.57913100118151*cm -0.103625284124869*rad 4.78014*cm 82.46983333849053*cm 76.57913100118151*cm -0.103625284124869*rad  | 
W_strip_6_15_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -3.479868*cm 33.460979*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 88.36053567579955*cm 82.46983333849053*cm -0.103625284124869*rad 4.78014*cm 88.36053567579955*cm 82.46983333849053*cm -0.103625284124869*rad  | 
W_strip_6_16_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -2.485620*cm 23.900699*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 94.25123801310858*cm 88.36053567579955*cm -0.103625284124869*rad 4.78014*cm 94.25123801310858*cm 88.36053567579955*cm -0.103625284124869*rad  | 
W_strip_6_17_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -1.491372*cm 14.340419*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 100.14194035041761*cm 94.25123801310858*cm -0.103625284124869*rad 4.78014*cm 100.14194035041761*cm 94.25123801310858*cm -0.103625284124869*rad  | 
W_strip_6_18_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | -0.497124*cm 4.780139*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 106.03264268772664*cm 100.14194035041761*cm -0.103625284124869*rad 4.78014*cm 106.03264268772664*cm 100.14194035041761*cm -0.103625284124869*rad  | 
W_strip_6_19_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | 0.497124*cm -4.780141*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 111.92334502503566*cm 106.03264268772664*cm -0.103625284124869*rad 4.78014*cm 111.92334502503566*cm 106.03264268772664*cm -0.103625284124869*rad  | 
W_strip_6_20_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | 1.491372*cm -14.340421*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 117.81404736234468*cm 111.92334502503566*cm -0.103625284124869*rad 4.78014*cm 117.81404736234468*cm 111.92334502503566*cm -0.103625284124869*rad  | 
W_strip_6_21_s6_stack_1 | W-scintillator_6_s6_view_3_stack_1 | 2.485620*cm -23.900701*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.78014*cm 123.70474969965372*cm 117.81404736234468*cm -0.103625284124869*rad 4.78014*cm 123.70474969965372*cm 117.81404736234468*cm -0.103625284124869*rad  | 
