           pcal_s1 |       fc | 209.837207*cm 0.000000*cm 682.417577*cm | ordered: zxy 90.0*deg 25.0*deg 0.0*deg |   G4Trap | 14.9118*cm 0.0*rad 0.0*rad 192.67503532012952*cm 1.0E-6*cm 197.15000000000003*cm 0.0*rad 192.67503532012952*cm 1.0E-6*cm 197.15000000000003*cm 0.0*rad  | 
U-view_single_strip_4_19_s6 | U-view-scintillator_10_s6 | 0.000000*cm -102.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 45.16291559474368*cm 47.43960563802473*cm 0.0*rad 2.225*cm 45.16291559474368*cm 47.43960563802473*cm 0.0*rad  | 
U-view_single_strip_4_20_s6 | U-view-scintillator_10_s6 | 0.000000*cm -97.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 47.46518642502789*cm 49.741876468308945*cm 0.0*rad 2.225*cm 47.46518642502789*cm 49.741876468308945*cm 0.0*rad  | 
U-view_single_strip_4_21_s6 | U-view-scintillator_10_s6 | 0.000000*cm -93.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 49.7674572553121*cm 52.04414729859315*cm 0.0*rad 2.225*cm 49.7674572553121*cm 52.04414729859315*cm 0.0*rad  | 
U-view_single_strip_4_22_s6 | U-view-scintillator_10_s6 | 0.000000*cm -88.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 52.06972808559631*cm 54.34641812887737*cm 0.0*rad 2.225*cm 52.06972808559631*cm 54.34641812887737*cm 0.0*rad  | 
U-view_single_strip_4_23_s6 | U-view-scintillator_10_s6 | 0.000000*cm -84.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 54.371998915880525*cm 56.648688959161575*cm 0.0*rad 2.225*cm 54.371998915880525*cm 56.648688959161575*cm 0.0*rad  | 
U-view_single_strip_4_24_s6 | U-view-scintillator_10_s6 | 0.000000*cm -79.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 56.67426974616473*cm 58.95095978944579*cm 0.0*rad 2.225*cm 56.67426974616473*cm 58.95095978944579*cm 0.0*rad  | 
U-view_single_strip_4_25_s6 | U-view-scintillator_10_s6 | 0.000000*cm -75.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 58.97654057644895*cm 61.25323061973*cm 0.0*rad 2.225*cm 58.97654057644895*cm 61.25323061973*cm 0.0*rad  | 
U-view_single_strip_4_26_s6 | U-view-scintillator_10_s6 | 0.000000*cm -70.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 61.278811406733155*cm 63.55550145001421*cm 0.0*rad 2.225*cm 61.278811406733155*cm 63.55550145001421*cm 0.0*rad  | 
U-view_single_strip_4_27_s6 | U-view-scintillator_10_s6 | 0.000000*cm -66.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 63.58108223701737*cm 65.85777228029842*cm 0.0*rad 2.225*cm 63.58108223701737*cm 65.85777228029842*cm 0.0*rad  | 
U-view_single_strip_4_28_s6 | U-view-scintillator_10_s6 | 0.000000*cm -61.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 65.88335306730158*cm 68.16004311058262*cm 0.0*rad 2.225*cm 65.88335306730158*cm 68.16004311058262*cm 0.0*rad  | 
U-view_single_strip_4_29_s6 | U-view-scintillator_10_s6 | 0.000000*cm -57.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 68.18562389758578*cm 70.46231394086684*cm 0.0*rad 2.225*cm 68.18562389758578*cm 70.46231394086684*cm 0.0*rad  | 
U-view_single_strip_4_30_s6 | U-view-scintillator_10_s6 | 0.000000*cm -52.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 70.48789472787*cm 72.76458477115105*cm 0.0*rad 2.225*cm 70.48789472787*cm 72.76458477115105*cm 0.0*rad  | 
U-view_single_strip_4_31_s6 | U-view-scintillator_10_s6 | 0.000000*cm -48.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 72.79016555815421*cm 75.06685560143526*cm 0.0*rad 2.225*cm 72.79016555815421*cm 75.06685560143526*cm 0.0*rad  | 
U-view_single_strip_4_32_s6 | U-view-scintillator_10_s6 | 0.000000*cm -43.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 75.09243638843843*cm 77.36912643171947*cm 0.0*rad 2.225*cm 75.09243638843843*cm 77.36912643171947*cm 0.0*rad  | 
U-view_single_strip_4_33_s6 | U-view-scintillator_10_s6 | 0.000000*cm -39.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 77.39470721872263*cm 79.67139726200368*cm 0.0*rad 2.225*cm 77.39470721872263*cm 79.67139726200368*cm 0.0*rad  | 
U-view_single_strip_4_34_s6 | U-view-scintillator_10_s6 | 0.000000*cm -34.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 79.69697804900684*cm 81.9736680922879*cm 0.0*rad 2.225*cm 79.69697804900684*cm 81.9736680922879*cm 0.0*rad  | 
U-view_single_strip_4_35_s6 | U-view-scintillator_10_s6 | 0.000000*cm -30.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 81.99924887929106*cm 84.27593892257211*cm 0.0*rad 2.225*cm 81.99924887929106*cm 84.27593892257211*cm 0.0*rad  | 
U-view_single_strip_4_36_s6 | U-view-scintillator_10_s6 | 0.000000*cm -25.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 84.30151970957527*cm 86.57820975285631*cm 0.0*rad 2.225*cm 84.30151970957527*cm 86.57820975285631*cm 0.0*rad  | 
U-view_single_strip_4_37_s6 | U-view-scintillator_10_s6 | 0.000000*cm -21.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 86.60379053985947*cm 88.88048058314052*cm 0.0*rad 2.225*cm 86.60379053985947*cm 88.88048058314052*cm 0.0*rad  | 
U-view_single_strip_4_38_s6 | U-view-scintillator_10_s6 | 0.000000*cm -16.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 88.90606137014369*cm 91.18275141342474*cm 0.0*rad 2.225*cm 88.90606137014369*cm 91.18275141342474*cm 0.0*rad  | 
U-view_single_strip_4_39_s6 | U-view-scintillator_10_s6 | 0.000000*cm -12.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 91.2083322004279*cm 93.48502224370895*cm 0.0*rad 2.225*cm 91.2083322004279*cm 93.48502224370895*cm 0.0*rad  | 
U-view_single_strip_4_40_s6 | U-view-scintillator_10_s6 | 0.000000*cm -7.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 93.51060303071212*cm 95.78729307399315*cm 0.0*rad 2.225*cm 93.51060303071212*cm 95.78729307399315*cm 0.0*rad  | 
U-view_single_strip_4_41_s6 | U-view-scintillator_10_s6 | 0.000000*cm -3.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 95.81287386099632*cm 98.08956390427737*cm 0.0*rad 2.225*cm 95.81287386099632*cm 98.08956390427737*cm 0.0*rad  | 
U-view_single_strip_4_42_s6 | U-view-scintillator_10_s6 | 0.000000*cm 1.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 98.11514469128053*cm 100.39183473456158*cm 0.0*rad 2.225*cm 98.11514469128053*cm 100.39183473456158*cm 0.0*rad  | 
U-view_single_strip_4_43_s6 | U-view-scintillator_10_s6 | 0.000000*cm 5.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 100.41741552156475*cm 102.6941055648458*cm 0.0*rad 2.225*cm 100.41741552156475*cm 102.6941055648458*cm 0.0*rad  | 
U-view_single_strip_4_44_s6 | U-view-scintillator_10_s6 | 0.000000*cm 10.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 102.71968635184896*cm 104.99637639513*cm 0.0*rad 2.225*cm 102.71968635184896*cm 104.99637639513*cm 0.0*rad  | 
U-view_single_strip_4_45_s6 | U-view-scintillator_10_s6 | 0.000000*cm 14.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 105.02195718213316*cm 107.29864722541421*cm 0.0*rad 2.225*cm 105.02195718213316*cm 107.29864722541421*cm 0.0*rad  | 
U-view_single_strip_4_46_s6 | U-view-scintillator_10_s6 | 0.000000*cm 19.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 107.32422801241738*cm 109.60091805569843*cm 0.0*rad 2.225*cm 107.32422801241738*cm 109.60091805569843*cm 0.0*rad  | 
U-view_single_strip_4_47_s6 | U-view-scintillator_10_s6 | 0.000000*cm 23.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 109.6264988427016*cm 111.90318888598264*cm 0.0*rad 2.225*cm 109.6264988427016*cm 111.90318888598264*cm 0.0*rad  | 
U-view_single_strip_4_48_s6 | U-view-scintillator_10_s6 | 0.000000*cm 28.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 111.92876967298581*cm 114.20545971626684*cm 0.0*rad 2.225*cm 111.92876967298581*cm 114.20545971626684*cm 0.0*rad  | 
U-view_single_strip_4_49_s6 | U-view-scintillator_10_s6 | 0.000000*cm 32.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 114.23104050327001*cm 116.50773054655106*cm 0.0*rad 2.225*cm 114.23104050327001*cm 116.50773054655106*cm 0.0*rad  | 
U-view_single_strip_4_50_s6 | U-view-scintillator_10_s6 | 0.000000*cm 37.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 116.53331133355422*cm 118.81000137683527*cm 0.0*rad 2.225*cm 116.53331133355422*cm 118.81000137683527*cm 0.0*rad  | 
U-view_single_strip_4_51_s6 | U-view-scintillator_10_s6 | 0.000000*cm 41.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 118.83558216383844*cm 121.11227220711949*cm 0.0*rad 2.225*cm 118.83558216383844*cm 121.11227220711949*cm 0.0*rad  | 
U-view_single_strip_4_52_s6 | U-view-scintillator_10_s6 | 0.000000*cm 46.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 121.13785299412265*cm 123.41454303740369*cm 0.0*rad 2.225*cm 121.13785299412265*cm 123.41454303740369*cm 0.0*rad  | 
U-view_single_strip_4_53_s6 | U-view-scintillator_10_s6 | 0.000000*cm 50.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 123.44012382440685*cm 125.7168138676879*cm 0.0*rad 2.225*cm 123.44012382440685*cm 125.7168138676879*cm 0.0*rad  | 
U-view_single_strip_4_54_s6 | U-view-scintillator_10_s6 | 0.000000*cm 55.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 125.74239465469107*cm 128.01908469797212*cm 0.0*rad 2.225*cm 125.74239465469107*cm 128.01908469797212*cm 0.0*rad  | 
U-view_single_strip_4_55_s6 | U-view-scintillator_10_s6 | 0.000000*cm 59.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 128.04466548497527*cm 130.32135552825633*cm 0.0*rad 2.225*cm 128.04466548497527*cm 130.32135552825633*cm 0.0*rad  | 
U-view_single_strip_4_56_s6 | U-view-scintillator_10_s6 | 0.000000*cm 64.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 130.34693631525948*cm 132.62362635854055*cm 0.0*rad 2.225*cm 130.34693631525948*cm 132.62362635854055*cm 0.0*rad  | 
U-view_single_strip_4_57_s6 | U-view-scintillator_10_s6 | 0.000000*cm 68.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 132.64920714554373*cm 134.92589718882476*cm 0.0*rad 2.225*cm 132.64920714554373*cm 134.92589718882476*cm 0.0*rad  | 
U-view_single_strip_4_58_s6 | U-view-scintillator_10_s6 | 0.000000*cm 73.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 134.95147797582794*cm 137.22816801910898*cm 0.0*rad 2.225*cm 134.95147797582794*cm 137.22816801910898*cm 0.0*rad  | 
U-view_single_strip_4_59_s6 | U-view-scintillator_10_s6 | 0.000000*cm 77.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 137.25374880611213*cm 139.5304388493932*cm 0.0*rad 2.225*cm 137.25374880611213*cm 139.5304388493932*cm 0.0*rad  | 
U-view_single_strip_4_60_s6 | U-view-scintillator_10_s6 | 0.000000*cm 82.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 139.55601963639634*cm 141.8327096796774*cm 0.0*rad 2.225*cm 139.55601963639634*cm 141.8327096796774*cm 0.0*rad  | 
U-view_single_strip_4_61_s6 | U-view-scintillator_10_s6 | 0.000000*cm 86.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 141.85829046668056*cm 144.13498050996162*cm 0.0*rad 2.225*cm 141.85829046668056*cm 144.13498050996162*cm 0.0*rad  | 
U-view_single_strip_4_62_s6 | U-view-scintillator_10_s6 | 0.000000*cm 91.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 144.16056129696477*cm 146.4372513402458*cm 0.0*rad 2.225*cm 144.16056129696477*cm 146.4372513402458*cm 0.0*rad  | 
U-view_single_strip_4_63_s6 | U-view-scintillator_10_s6 | 0.000000*cm 95.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 146.462832127249*cm 148.73952217053002*cm 0.0*rad 2.225*cm 146.462832127249*cm 148.73952217053002*cm 0.0*rad  | 
U-view_single_strip_4_64_s6 | U-view-scintillator_10_s6 | 0.000000*cm 100.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 148.7651029575332*cm 151.04179300081424*cm 0.0*rad 2.225*cm 148.7651029575332*cm 151.04179300081424*cm 0.0*rad  | 
U-view_single_strip_4_65_s6 | U-view-scintillator_10_s6 | 0.000000*cm 104.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 151.06737378781742*cm 153.34406383109845*cm 0.0*rad 2.225*cm 151.06737378781742*cm 153.34406383109845*cm 0.0*rad  | 
U-view_single_strip_4_66_s6 | U-view-scintillator_10_s6 | 0.000000*cm 109.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 153.36964461810163*cm 155.64633466138267*cm 0.0*rad 2.225*cm 153.36964461810163*cm 155.64633466138267*cm 0.0*rad  | 
U-view_single_strip_4_67_s6 | U-view-scintillator_10_s6 | 0.000000*cm 113.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 155.67191544838582*cm 157.94860549166688*cm 0.0*rad 2.225*cm 155.67191544838582*cm 157.94860549166688*cm 0.0*rad  | 
U-view_single_strip_4_68_s6 | U-view-scintillator_10_s6 | 0.000000*cm 118.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 157.97418627867003*cm 160.2508763219511*cm 0.0*rad 2.225*cm 157.97418627867003*cm 160.2508763219511*cm 0.0*rad  | 
U-view_single_strip_4_69_s6 | U-view-scintillator_10_s6 | 0.000000*cm 122.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 160.27645710895425*cm 162.5531471522353*cm 0.0*rad 2.225*cm 160.27645710895425*cm 162.5531471522353*cm 0.0*rad  | 
U-view_single_strip_4_70_s6 | U-view-scintillator_10_s6 | 0.000000*cm 127.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 162.57872793923846*cm 164.8554179825195*cm 0.0*rad 2.225*cm 162.57872793923846*cm 164.8554179825195*cm 0.0*rad  | 
U-view_single_strip_4_71_s6 | U-view-scintillator_10_s6 | 0.000000*cm 131.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 164.88099876952268*cm 167.1576888128037*cm 0.0*rad 2.225*cm 164.88099876952268*cm 167.1576888128037*cm 0.0*rad  | 
U-view_single_strip_4_72_s6 | U-view-scintillator_10_s6 | 0.000000*cm 136.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 167.1832695998069*cm 169.45995964308793*cm 0.0*rad 2.225*cm 167.1832695998069*cm 169.45995964308793*cm 0.0*rad  | 
U-view_single_strip_4_73_s6 | U-view-scintillator_10_s6 | 0.000000*cm 140.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 169.4855404300911*cm 171.76223047337214*cm 0.0*rad 2.225*cm 169.4855404300911*cm 171.76223047337214*cm 0.0*rad  | 
U-view_single_strip_4_74_s6 | U-view-scintillator_10_s6 | 0.000000*cm 145.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 171.78781126037532*cm 174.06450130365636*cm 0.0*rad 2.225*cm 171.78781126037532*cm 174.06450130365636*cm 0.0*rad  | 
U-view_single_strip_4_75_s6 | U-view-scintillator_10_s6 | 0.000000*cm 149.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 174.0900820906595*cm 176.36677213394057*cm 0.0*rad 2.225*cm 174.0900820906595*cm 176.36677213394057*cm 0.0*rad  | 
U-view_single_strip_4_76_s6 | U-view-scintillator_10_s6 | 0.000000*cm 154.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 176.39235292094372*cm 178.6690429642248*cm 0.0*rad 2.225*cm 176.39235292094372*cm 178.6690429642248*cm 0.0*rad  | 
U-view_single_strip_4_77_s6 | U-view-scintillator_10_s6 | 0.000000*cm 158.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 178.69462375122794*cm 180.971313794509*cm 0.0*rad 2.225*cm 178.69462375122794*cm 180.971313794509*cm 0.0*rad  | 
U-view_single_strip_4_78_s6 | U-view-scintillator_10_s6 | 0.000000*cm 163.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 180.99689458151215*cm 183.2735846247932*cm 0.0*rad 2.225*cm 180.99689458151215*cm 183.2735846247932*cm 0.0*rad  | 
U-view_single_strip_4_79_s6 | U-view-scintillator_10_s6 | 0.000000*cm 167.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 183.29916541179637*cm 185.5758554550774*cm 0.0*rad 2.225*cm 183.29916541179637*cm 185.5758554550774*cm 0.0*rad  | 
U-view_single_strip_4_80_s6 | U-view-scintillator_10_s6 | 0.000000*cm 172.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 185.60143624208058*cm 187.87812628536162*cm 0.0*rad 2.225*cm 185.60143624208058*cm 187.87812628536162*cm 0.0*rad  | 
U-view_single_strip_4_81_s6 | U-view-scintillator_10_s6 | 0.000000*cm 176.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 187.9037070723648*cm 190.18039711564583*cm 0.0*rad 2.225*cm 187.9037070723648*cm 190.18039711564583*cm 0.0*rad  | 
U-view_single_strip_4_82_s6 | U-view-scintillator_10_s6 | 0.000000*cm 181.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 190.205977902649*cm 192.48266794593005*cm 0.0*rad 2.225*cm 190.205977902649*cm 192.48266794593005*cm 0.0*rad  | 
U-view_single_strip_4_83_s6 | U-view-scintillator_10_s6 | 0.000000*cm 185.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 192.5082487329332*cm 194.78493877621426*cm 0.0*rad 2.225*cm 192.5082487329332*cm 194.78493877621426*cm 0.0*rad  | 
U-view_single_strip_4_84_s6 | U-view-scintillator_10_s6 | 0.000000*cm 190.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 194.8105195632174*cm 197.08720960649848*cm 0.0*rad 2.225*cm 194.8105195632174*cm 197.08720960649848*cm 0.0*rad  | 
PCAL_Lead_Layer_10_s6 |  pcal_s6 | 0.000000*cm 0.000000*cm 3.163000*cm | 0 0 0 |   G4Trap | 0.1075*cm 0.0*rad 0.0*rad 192.6250353201295*cm 1.0E-6*cm 197.10000100000002*cm 0.0*rad 192.6250353201295*cm 1.0E-6*cm 197.10000100000002*cm 0.0*rad  | 
V-view-scintillator_11_s6 |  pcal_s6 | -49.250832*cm 96.321965*cm 3.795600*cm | 0.0*deg 180.0*deg 62.90500000000001*deg |   G4Trap | 0.525*cm 0.0*rad 0.0*rad 175.45156644799258*cm 216.35000100000002*cm 2.0E-6*cm -0.1045535321895573*rad 175.45156644799258*cm 216.35000100000002*cm 2.0E-6*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_0_s6 | V-view-scintillator_11_s6 | -18.180193*cm 173.250000*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.176566447992576*cm 2.6993462390293335*cm 0.015413797977127964*cm -0.1045535321895573*rad 2.176566447992576*cm 2.6993462390293335*cm 0.015413797977127964*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_1_s6 | V-view-scintillator_11_s6 | -17.713063*cm 168.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 5.473829874912366*cm 2.730173834983589*cm -0.1045535321895573*rad 2.225*cm 5.473829874912366*cm 2.730173834983589*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_2_s6 | V-view-scintillator_11_s6 | -17.240850*cm 164.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 8.2483135107954*cm 5.504657470866623*cm -0.1045535321895573*rad 2.225*cm 8.2483135107954*cm 5.504657470866623*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_3_s6 | V-view-scintillator_11_s6 | -16.768637*cm 159.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 11.022797146678432*cm 8.279141106749655*cm -0.1045535321895573*rad 2.225*cm 11.022797146678432*cm 8.279141106749655*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_4_s6 | V-view-scintillator_11_s6 | -16.296424*cm 155.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 13.797280782561465*cm 11.053624742632689*cm -0.1045535321895573*rad 2.225*cm 13.797280782561465*cm 11.053624742632689*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_5_s6 | V-view-scintillator_11_s6 | -15.824211*cm 150.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 16.5717644184445*cm 13.828108378515722*cm -0.1045535321895573*rad 2.225*cm 16.5717644184445*cm 13.828108378515722*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_6_s6 | V-view-scintillator_11_s6 | -15.351999*cm 146.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 19.346248054327532*cm 16.602592014398756*cm -0.1045535321895573*rad 2.225*cm 19.346248054327532*cm 16.602592014398756*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_7_s6 | V-view-scintillator_11_s6 | -14.879786*cm 141.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 22.12073169021057*cm 19.37707565028179*cm -0.1045535321895573*rad 2.225*cm 22.12073169021057*cm 19.37707565028179*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_8_s6 | V-view-scintillator_11_s6 | -14.407573*cm 137.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 24.895215326093602*cm 22.151559286164822*cm -0.1045535321895573*rad 2.225*cm 24.895215326093602*cm 22.151559286164822*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_9_s6 | V-view-scintillator_11_s6 | -13.935360*cm 132.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 27.669698961976636*cm 24.926042922047856*cm -0.1045535321895573*rad 2.225*cm 27.669698961976636*cm 24.926042922047856*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_10_s6 | V-view-scintillator_11_s6 | -13.463147*cm 128.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 30.44418259785967*cm 27.70052655793089*cm -0.1045535321895573*rad 2.225*cm 30.44418259785967*cm 27.70052655793089*cm -0.1045535321895573*rad  | 
V-view_single_strip_4_11_s6 | V-view-scintillator_11_s6 | -12.990935*cm 123.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 33.2186662337427*cm 30.475010193813922*cm -0.1045535321895573*rad 2.225*cm 33.2186662337427*cm 30.475010193813922*cm -0.1045535321895573*rad  | 
