            ltccTrap  |                root  |Light Threshold Cerenkov Counter  |                                             0 0 0  |                                   0 0 0  | 110088   |              G4Trap  |500*mm 0*deg 0*deg 1700*mm 240*mm 2000*mm 0*deg 1700*mm 5*mm 1765*mm 0*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
           frame9_s5  |                  fc  |                  ltcc frame 5  |                               0*cm 0*cm 1273.7*mm  |                   180*deg 0*deg 180*deg  | ccccdd   |       CopyOf S1-BLB  |                                                           0  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           frame2_s6  |                  fc  |                  ltcc frame 6  |                               0*cm 0*cm 1273.7*mm  |                   180*deg 0*deg 240*deg  | ccccdd   |        CopyOf S1-BB  |                                                           0  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           frame3_s6  |                  fc  |                  ltcc frame 6  |                               0*cm 0*cm 1273.7*mm  |                   180*deg 0*deg 240*deg  | ccccdd   |       CopyOf S1-BRB  |                                                           0  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           frame6_s6  |                  fc  |                  ltcc frame 6  |                               0*cm 0*cm 1273.7*mm  |                   180*deg 0*deg 240*deg  | ccccdd   |        CopyOf S1-TB  |                                                           0  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           frame8_s6  |                  fc  |                  ltcc frame 6  |                               0*cm 0*cm 1273.7*mm  |                   180*deg 0*deg 240*deg  | ccccdd   |       CopyOf S1-TLB  |                                                           0  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           frame9_s6  |                  fc  |                  ltcc frame 6  |                               0*cm 0*cm 1273.7*mm  |                   180*deg 0*deg 240*deg  | ccccdd   |       CopyOf S1-BLB  |                                                           0  |  G4_STAINLESS-STEEL  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
cyl_mirrors_s2right_1  |              ltccS2  |           cyl mirrors right 1  |                 6.40228*cm  59.5532*cm  439.31*cm  |             -172.28*deg 30.8*deg 20*deg  | aaffff   |                Tube  |                          6.2*cm 6.3*cm 3*cm 0*deg 120.8*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2left_1  |              ltccS2  |            cyl mirrors left 1  |                  -6.40228*cm 59.5532*cm 439.31*cm  |           -172.28*deg -30.8*deg -85*deg  | aaffff   |                Tube  |                          6.2*cm 6.3*cm 3*cm 0*deg 120.8*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3right_1  |              ltccS3  |           cyl mirrors right 1  |                 6.40228*cm  59.5532*cm  439.31*cm  |             -172.28*deg 30.8*deg 20*deg  | aaffff   |                Tube  |                          6.2*cm 6.3*cm 3*cm 0*deg 120.8*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3left_1  |              ltccS3  |            cyl mirrors left 1  |                  -6.40228*cm 59.5532*cm 439.31*cm  |           -172.28*deg -30.8*deg -85*deg  | aaffff   |                Tube  |                          6.2*cm 6.3*cm 3*cm 0*deg 120.8*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5right_1  |              ltccS5  |           cyl mirrors right 1  |                 6.40228*cm  59.5532*cm  439.31*cm  |             -172.28*deg 30.8*deg 20*deg  | aaffff   |                Tube  |                          6.2*cm 6.3*cm 3*cm 0*deg 120.8*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5left_1  |              ltccS5  |            cyl mirrors left 1  |                  -6.40228*cm 59.5532*cm 439.31*cm  |           -172.28*deg -30.8*deg -85*deg  | aaffff   |                Tube  |                          6.2*cm 6.3*cm 3*cm 0*deg 120.8*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6right_1  |              ltccS6  |           cyl mirrors right 1  |                 6.40228*cm  59.5532*cm  439.31*cm  |             -172.28*deg 30.8*deg 20*deg  | aaffff   |                Tube  |                          6.2*cm 6.3*cm 3*cm 0*deg 120.8*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6left_1  |              ltccS6  |            cyl mirrors left 1  |                  -6.40228*cm 59.5532*cm 439.31*cm  |           -172.28*deg -30.8*deg -85*deg  | aaffff   |                Tube  |                          6.2*cm 6.3*cm 3*cm 0*deg 120.8*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2right_2  |              ltccS2  |           cyl mirrors right 2  |                14.6005*cm  72.2036*cm  434.265*cm  |            -170.56*deg 30.37*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.37*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2left_2  |              ltccS2  |            cyl mirrors left 2  |                 -14.6005*cm 72.2036*cm 434.265*cm  |          -170.56*deg -30.37*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.37*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3right_2  |              ltccS3  |           cyl mirrors right 2  |                14.6005*cm  72.2036*cm  434.265*cm  |            -170.56*deg 30.37*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.37*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3left_2  |              ltccS3  |            cyl mirrors left 2  |                 -14.6005*cm 72.2036*cm 434.265*cm  |          -170.56*deg -30.37*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.37*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5right_2  |              ltccS5  |           cyl mirrors right 2  |                14.6005*cm  72.2036*cm  434.265*cm  |            -170.56*deg 30.37*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.37*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5left_2  |              ltccS5  |            cyl mirrors left 2  |                 -14.6005*cm 72.2036*cm 434.265*cm  |          -170.56*deg -30.37*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.37*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
