         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                      2.5*cm 21.0*cm 20.0*cm 0.*deg 360.*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
superlayer3_layer1_ahdccell86_subcell1  |         ahdc_mother  |         AHDCcell 86 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |150.0000*mm       9.212116*mm     -63.333537*mm       6.919617*mm     -63.624829*mm       6.487141*mm     -59.648277*mm       8.636359*mm     -59.375191*mm      30.317903*mm     -56.363328*mm      28.263286*mm     -57.421134*mm      26.496831*mm     -53.832313*mm      28.423034*mm     -52.840620*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 1 ahdccell manual 86 side manual 0 
superlayer3_layer1_ahdccell86_subcell2  |         ahdc_mother  |         AHDCcell 86 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |150.0000*mm       8.636359*mm     -59.375191*mm      10.774316*mm     -59.024691*mm      11.492604*mm     -62.959670*mm       9.212116*mm     -63.333537*mm      28.423034*mm     -52.840620*mm      30.312179*mm     -51.780033*mm      32.332991*mm     -55.232035*mm      30.317903*mm     -56.363328*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 1 ahdccell manual 86 side manual 0 
superlayer3_layer1_ahdccell87_subcell1  |         ahdc_mother  |         AHDCcell 87 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |150.0000*mm       4.618096*mm     -63.833167*mm       2.310554*mm     -63.958278*mm       2.166145*mm     -59.960886*mm       4.329465*mm     -59.843594*mm      26.171820*mm     -58.404074*mm      24.046230*mm     -59.310866*mm      22.543341*mm     -55.603937*mm      24.536081*mm     -54.753819*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 1 ahdccell manual 87 side manual 0 
superlayer3_layer1_ahdccell87_subcell2  |         ahdc_mother  |         AHDCcell 87 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |150.0000*mm       4.329465*mm     -59.843594*mm       6.487141*mm     -59.648277*mm       6.919617*mm     -63.624829*mm       4.618096*mm     -63.833167*mm      24.536081*mm     -54.753819*mm      26.496831*mm     -53.832313*mm      28.263286*mm     -57.421134*mm      26.171820*mm     -58.404074*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 1 ahdccell manual 87 side manual 0 
superlayer4_layer0_ahdccell1_subcell1  |         ahdc_mother  |          AHDCcell 1 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -0.000000*mm     -70.000000*mm      -2.220955*mm     -69.964758*mm      -2.094044*mm     -65.966772*mm      -0.000000*mm     -66.000000*mm     -23.941410*mm     -65.778483*mm     -26.016372*mm     -64.985755*mm     -24.529722*mm     -61.272284*mm     -22.573329*mm     -62.019713*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 1 side manual 0 
superlayer4_layer0_ahdccell1_subcell2  |         ahdc_mother  |          AHDCcell 1 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -0.000000*mm     -66.000000*mm       2.094044*mm     -65.966772*mm       2.220955*mm     -69.964758*mm      -0.000000*mm     -70.000000*mm     -22.573329*mm     -62.019713*mm     -20.594207*mm     -62.704694*mm     -21.842341*mm     -66.504978*mm     -23.941410*mm     -65.778483*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 1 side manual 0 
superlayer4_layer0_ahdccell2_subcell1  |         ahdc_mother  |          AHDCcell 2 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -4.439674*mm     -69.859067*mm      -6.653923*mm     -69.683035*mm      -6.273699*mm     -65.701147*mm      -4.185979*mm     -65.867121*mm     -28.065137*mm     -64.127592*mm     -30.085644*mm     -63.204858*mm     -28.366464*mm     -59.593152*mm     -26.461415*mm     -60.463158*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 2 side manual 0 
superlayer4_layer0_ahdccell2_subcell2  |         ahdc_mother  |          AHDCcell 2 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -4.185979*mm     -65.867121*mm      -2.094044*mm     -65.966772*mm      -2.220955*mm     -69.964758*mm      -4.439674*mm     -69.859067*mm     -26.461415*mm     -60.463158*mm     -24.529722*mm     -61.272284*mm     -26.016372*mm     -64.985755*mm     -28.065137*mm     -64.127592*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 2 side manual 0 
superlayer4_layer0_ahdccell3_subcell1  |         ahdc_mother  |          AHDCcell 3 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -8.861472*mm     -69.436837*mm     -11.060098*mm     -69.120722*mm     -10.428092*mm     -65.170967*mm      -8.355102*mm     -65.469018*mm     -32.075857*mm     -62.218481*mm     -34.033772*mm     -61.169456*mm     -32.088985*mm     -57.674059*mm     -30.242950*mm     -58.663140*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 3 side manual 0 
superlayer4_layer0_ahdccell3_subcell2  |         ahdc_mother  |          AHDCcell 3 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -8.355102*mm     -65.469018*mm      -6.273699*mm     -65.701147*mm      -6.653923*mm     -69.683035*mm      -8.861472*mm     -69.436837*mm     -30.242950*mm     -58.663140*mm     -28.366464*mm     -59.593152*mm     -30.085644*mm     -63.204858*mm     -32.075857*mm     -62.218481*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 3 side manual 0 
superlayer4_layer0_ahdccell4_subcell1  |         ahdc_mother  |          AHDCcell 4 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -13.247587*mm     -68.735009*mm     -15.421737*mm     -68.280085*mm     -14.540495*mm     -64.378366*mm     -12.490582*mm     -64.807294*mm     -35.957417*mm     -60.058839*mm     -37.844857*mm     -58.887747*mm     -35.682294*mm     -55.522733*mm     -33.902708*mm     -56.626905*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 4 side manual 0 
superlayer4_layer0_ahdccell4_subcell2  |         ahdc_mother  |          AHDCcell 4 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -12.490582*mm     -64.807294*mm     -10.428092*mm     -65.170967*mm     -11.060098*mm     -69.120722*mm     -13.247587*mm     -68.735009*mm     -33.902708*mm     -56.626905*mm     -32.088985*mm     -57.674059*mm     -34.033772*mm     -61.169456*mm     -35.957417*mm     -60.058839*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 4 side manual 0 
superlayer4_layer0_ahdccell5_subcell1  |         ahdc_mother  |          AHDCcell 5 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -17.580359*mm     -67.756409*mm     -19.721279*mm     -67.164508*mm     -18.594349*mm     -63.326536*mm     -16.575767*mm     -63.884614*mm     -39.694190*mm     -57.657361*mm     -41.503555*mm     -56.368918*mm     -39.131923*mm     -53.147837*mm     -37.425951*mm     -54.362654*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 5 side manual 0 
superlayer4_layer0_ahdccell5_subcell2  |         ahdc_mother  |          AHDCcell 5 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -16.575767*mm     -63.884614*mm     -14.540495*mm     -64.378366*mm     -15.421737*mm     -68.280085*mm     -17.580359*mm     -67.756409*mm     -37.425951*mm     -54.362654*mm     -35.682294*mm     -55.522733*mm     -37.844857*mm     -58.887747*mm     -39.694190*mm     -57.657361*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 5 side manual 0 
superlayer4_layer0_ahdccell6_subcell1  |         ahdc_mother  |          AHDCcell 6 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -21.842341*mm     -66.504978*mm     -23.941410*mm     -65.778483*mm     -22.573329*mm     -62.019713*mm     -20.594207*mm     -62.704694*mm     -43.271129*mm     -55.023717*mm     -44.995133*mm     -53.623111*mm     -42.423982*mm     -50.558933*mm     -40.798493*mm     -51.879504*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 6 side manual 0 
superlayer4_layer0_ahdccell6_subcell2  |         ahdc_mother  |          AHDCcell 6 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -20.594207*mm     -62.704694*mm     -18.594349*mm     -63.326536*mm     -19.721279*mm     -67.164508*mm     -21.842341*mm     -66.504978*mm     -40.798493*mm     -51.879504*mm     -39.131923*mm     -53.147837*mm     -41.503555*mm     -56.368918*mm     -43.271129*mm     -55.023717*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 6 side manual 0 
superlayer4_layer0_ahdccell7_subcell1  |         ahdc_mother  |          AHDCcell 7 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -26.016372*mm     -64.985755*mm     -28.065137*mm     -64.127592*mm     -26.461415*mm     -60.463158*mm     -24.529722*mm     -61.272284*mm     -46.673830*mm     -52.168511*mm     -48.305531*mm     -50.661383*mm     -45.545215*mm     -47.766447*mm     -44.006754*mm     -49.187454*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 7 side manual 0 
superlayer4_layer0_ahdccell7_subcell2  |         ahdc_mother  |          AHDCcell 7 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -24.529722*mm     -61.272284*mm     -22.573329*mm     -62.019713*mm     -23.941410*mm     -65.778483*mm     -26.016372*mm     -64.985755*mm     -44.006754*mm     -49.187454*mm     -42.423982*mm     -50.558933*mm     -44.995133*mm     -53.623111*mm     -46.673830*mm     -52.168511*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 7 side manual 0 
superlayer4_layer0_ahdccell8_subcell1  |         ahdc_mother  |          AHDCcell 8 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -30.085644*mm     -63.204858*mm     -32.075857*mm     -62.218481*mm     -30.242950*mm     -58.663140*mm     -28.366464*mm     -59.593152*mm     -49.888592*mm     -49.103242*mm     -51.421420*mm     -47.495659*mm     -48.483053*mm     -44.781621*mm     -47.037815*mm     -46.297343*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 8 side manual 0 
superlayer4_layer0_ahdccell8_subcell2  |         ahdc_mother  |          AHDCcell 8 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -28.366464*mm     -59.593152*mm     -26.461415*mm     -60.463158*mm     -28.065137*mm     -64.127592*mm     -30.085644*mm     -63.204858*mm     -47.037815*mm     -46.297343*mm     -45.545215*mm     -47.766447*mm     -48.305531*mm     -50.661383*mm     -49.888592*mm     -49.103242*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 8 side manual 0 
superlayer4_layer0_ahdccell9_subcell1  |         ahdc_mother  |          AHDCcell 9 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -34.033772*mm     -61.169456*mm     -35.957417*mm     -60.058839*mm     -33.902708*mm     -56.626905*mm     -32.088985*mm     -57.674059*mm     -52.902470*mm     -45.840251*mm     -54.330253*mm     -44.138687*mm     -51.225667*mm     -41.616476*mm     -49.879472*mm     -43.220808*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 9 side manual 0 
superlayer4_layer0_ahdccell9_subcell2  |         ahdc_mother  |          AHDCcell 9 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -32.088985*mm     -57.674059*mm     -30.242950*mm     -58.663140*mm     -32.075857*mm     -62.218481*mm     -34.033772*mm     -61.169456*mm     -49.879472*mm     -43.220808*mm     -48.483053*mm     -44.781621*mm     -51.421420*mm     -47.495659*mm     -52.902470*mm     -45.840251*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 9 side manual 0 
superlayer4_layer0_ahdccell10_subcell1  |         ahdc_mother  |         AHDCcell 10 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -37.844857*mm     -58.887747*mm     -39.694190*mm     -57.657361*mm     -37.425951*mm     -54.362654*mm     -35.682294*mm     -55.522733*mm     -55.703329*mm     -42.392678*mm     -57.020317*mm     -40.603984*mm     -53.762013*mm     -38.283756*mm     -52.520281*mm     -39.970239*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 10 side manual 0 
superlayer4_layer0_ahdccell10_subcell2  |         ahdc_mother  |         AHDCcell 10 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -35.682294*mm     -55.522733*mm     -33.902708*mm     -56.626905*mm     -35.957417*mm     -60.058839*mm     -37.844857*mm     -58.887747*mm     -52.520281*mm     -39.970239*mm     -51.225667*mm     -41.616476*mm     -54.330253*mm     -44.138687*mm     -55.703329*mm     -42.392678*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 10 side manual 0 
superlayer4_layer0_ahdccell11_subcell1  |         ahdc_mother  |         AHDCcell 11 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -41.503555*mm     -56.368918*mm     -43.271129*mm     -55.023717*mm     -40.798493*mm     -51.879504*mm     -39.131923*mm     -53.147837*mm     -58.279890*mm     -38.774404*mm     -59.480780*mm     -36.905783*mm     -56.081878*mm     -34.796881*mm     -54.949610*mm     -36.558724*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 11 side manual 0 
superlayer4_layer0_ahdccell11_subcell2  |         ahdc_mother  |         AHDCcell 11 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -39.131923*mm     -53.147837*mm     -37.425951*mm     -54.362654*mm     -39.694190*mm     -57.657361*mm     -41.503555*mm     -56.368918*mm     -54.949610*mm     -36.558724*mm     -53.762013*mm     -38.283756*mm     -57.020317*mm     -40.603984*mm     -58.279890*mm     -38.774404*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 11 side manual 0 
superlayer4_layer0_ahdccell12_subcell1  |         ahdc_mother  |         AHDCcell 12 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -44.995133*mm     -53.623111*mm     -46.673830*mm     -52.168511*mm     -44.006754*mm     -49.187454*mm     -42.423982*mm     -50.558933*mm     -60.621778*mm     -35.000000*mm     -61.701735*mm     -33.058975*mm     -58.175922*mm     -31.169891*mm     -57.157677*mm     -33.000000*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 12 side manual 0 
superlayer4_layer0_ahdccell12_subcell2  |         ahdc_mother  |         AHDCcell 12 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -42.423982*mm     -50.558933*mm     -40.798493*mm     -51.879504*mm     -43.271129*mm     -55.023717*mm     -44.995133*mm     -53.623111*mm     -57.157677*mm     -33.000000*mm     -56.081878*mm     -34.796881*mm     -59.480780*mm     -36.905783*mm     -60.621778*mm     -35.000000*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 12 side manual 0 
superlayer4_layer0_ahdccell13_subcell1  |         ahdc_mother  |         AHDCcell 13 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -48.305531*mm     -50.661383*mm     -49.888592*mm     -49.103242*mm     -47.037815*mm     -46.297343*mm     -45.545215*mm     -47.766447*mm     -62.719564*mm     -31.084663*mm     -63.674240*mm     -29.079051*mm     -60.035712*mm     -27.417391*mm     -59.135589*mm     -29.308396*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 13 side manual 0 
superlayer4_layer0_ahdccell13_subcell2  |         ahdc_mother  |         AHDCcell 13 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -45.545215*mm     -47.766447*mm     -44.006754*mm     -49.187454*mm     -46.673830*mm     -52.168511*mm     -48.305531*mm     -50.661383*mm     -59.135589*mm     -29.308396*mm     -58.175922*mm     -31.169891*mm     -61.701735*mm     -33.058975*mm     -62.719564*mm     -31.084663*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 13 side manual 0 
superlayer4_layer0_ahdccell14_subcell1  |         ahdc_mother  |         AHDCcell 14 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -51.421420*mm     -47.495659*mm     -52.902470*mm     -45.840251*mm     -49.879472*mm     -43.220808*mm     -48.483053*mm     -44.781621*mm     -64.564801*mm     -27.044159*mm     -65.390350*mm     -24.982036*mm     -61.653759*mm     -23.554491*mm     -60.875383*mm     -25.498778*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 14 side manual 0 
superlayer4_layer0_ahdccell14_subcell2  |         ahdc_mother  |         AHDCcell 14 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -48.483053*mm     -44.781621*mm     -47.037815*mm     -46.297343*mm     -49.888592*mm     -49.103242*mm     -51.421420*mm     -47.495659*mm     -60.875383*mm     -25.498778*mm     -60.035712*mm     -27.417391*mm     -63.674240*mm     -29.079051*mm     -64.564801*mm     -27.044159*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 14 side manual 0 
superlayer4_layer0_ahdccell15_subcell1  |         ahdc_mother  |         AHDCcell 15 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -54.330253*mm     -44.138687*mm     -55.703329*mm     -42.392678*mm     -52.520281*mm     -39.970239*mm     -51.225667*mm     -41.616476*mm     -66.150057*mm     -22.894757*mm     -66.843157*mm     -20.784426*mm     -63.023548*mm     -19.596745*mm     -62.370054*mm     -21.586486*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 15 side manual 0 
superlayer4_layer0_ahdccell15_subcell2  |         ahdc_mother  |         AHDCcell 15 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -51.225667*mm     -41.616476*mm     -49.879472*mm     -43.220808*mm     -52.902470*mm     -45.840251*mm     -54.330253*mm     -44.138687*mm     -62.370054*mm     -21.586486*mm     -61.653759*mm     -23.554491*mm     -65.390350*mm     -24.982036*mm     -66.150057*mm     -22.894757*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 15 side manual 0 
superlayer4_layer0_ahdccell16_subcell1  |         ahdc_mother  |         AHDCcell 16 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -57.020317*mm     -40.603984*mm     -58.279890*mm     -38.774404*mm     -54.949610*mm     -36.558724*mm     -53.762013*mm     -38.283756*mm     -67.468951*mm     -18.653167*mm     -68.026810*mm     -16.503125*mm     -64.139564*mm     -15.560090*mm     -63.613582*mm     -17.587272*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 16 side manual 0 
superlayer4_layer0_ahdccell16_subcell2  |         ahdc_mother  |         AHDCcell 16 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -53.762013*mm     -38.283756*mm     -52.520281*mm     -39.970239*mm     -55.703329*mm     -42.392678*mm     -57.020317*mm     -40.603984*mm     -63.613582*mm     -17.587272*mm     -63.023548*mm     -19.596745*mm     -66.843157*mm     -20.784426*mm     -67.468951*mm     -18.653167*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 16 side manual 0 
superlayer4_layer0_ahdccell17_subcell1  |         ahdc_mother  |         AHDCcell 17 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -59.480780*mm     -36.905783*mm     -60.621778*mm     -35.000000*mm     -57.157677*mm     -33.000000*mm     -56.081878*mm     -34.796881*mm     -68.516171*mm     -14.336467*mm     -68.936543*mm     -12.155372*mm     -64.997312*mm     -11.460780*mm     -64.600961*mm     -13.517240*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 17 side manual 0 
superlayer4_layer0_ahdccell17_subcell2  |         ahdc_mother  |         AHDCcell 17 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -56.081878*mm     -34.796881*mm     -54.949610*mm     -36.558724*mm     -58.279890*mm     -38.774404*mm     -59.480780*mm     -36.905783*mm     -64.600961*mm     -13.517240*mm     -64.139564*mm     -15.560090*mm     -68.026810*mm     -16.503125*mm     -68.516171*mm     -14.336467*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 17 side manual 0 
superlayer4_layer0_ahdccell18_subcell1  |         ahdc_mother  |         AHDCcell 18 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -61.701735*mm     -33.058975*mm     -62.719564*mm     -31.084663*mm     -59.135589*mm     -29.308396*mm     -58.175922*mm     -31.169891*mm     -69.287501*mm      -9.962039*mm     -69.568693*mm      -7.758674*mm     -65.593339*mm      -7.315321*mm     -65.328215*mm      -9.392779*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 4 layer manual 0 ahdccell manual 18 side manual 0 
