         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                      2.5*cm 21.0*cm 20.0*cm 0.*deg 360.*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
superlayer1_layer0_ahdccell2_subcell1  |         ahdc_mother  |          AHDCcell 2 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -4.478579*mm     -39.748488*mm      -6.700249*mm     -39.434841*mm      -6.030224*mm     -35.491357*mm      -4.030721*mm     -35.773640*mm       9.386296*mm     -38.883125*mm       7.191335*mm     -39.348249*mm       6.472202*mm     -35.413424*mm       8.447666*mm     -34.994813*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 2 side manual 0 
superlayer1_layer0_ahdccell2_subcell2  |         ahdc_mother  |          AHDCcell 2 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -4.030721*mm     -35.773640*mm      -2.018536*mm     -35.943365*mm      -2.242818*mm     -39.937073*mm      -4.478579*mm     -39.748488*mm       8.447666*mm     -34.994813*mm      10.396551*mm     -34.466095*mm      11.551724*mm     -38.295661*mm       9.386296*mm     -38.883125*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 2 side manual 0 
superlayer1_layer0_ahdccell3_subcell1  |         ahdc_mother  |          AHDCcell 3 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -8.900837*mm     -38.997116*mm     -11.073420*mm     -38.436693*mm      -9.966078*mm     -34.593024*mm      -8.010754*mm     -35.097405*mm       4.973748*mm     -39.689568*mm       2.740512*mm     -39.906010*mm       2.466461*mm     -35.915409*mm       4.476373*mm     -35.720611*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 3 side manual 0 
superlayer1_layer0_ahdccell3_subcell2  |         ahdc_mother  |          AHDCcell 3 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -8.010754*mm     -35.097405*mm      -6.030224*mm     -35.491357*mm      -6.700249*mm     -39.434841*mm      -8.900837*mm     -38.997116*mm       4.476373*mm     -35.720611*mm       6.472202*mm     -35.413424*mm       7.191335*mm     -39.348249*mm       4.973748*mm     -39.689568*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 3 side manual 0 
superlayer1_layer0_ahdccell4_subcell1  |         ahdc_mother  |          AHDCcell 4 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -13.211162*mm     -37.755333*mm     -15.307337*mm     -36.955181*mm     -13.776604*mm     -33.259663*mm     -11.890046*mm     -33.979800*mm       0.498653*mm     -39.996892*mm      -1.744775*mm     -39.961929*mm      -1.570298*mm     -35.965736*mm       0.448787*mm     -35.997203*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 4 side manual 0 
superlayer1_layer0_ahdccell4_subcell2  |         ahdc_mother  |          AHDCcell 4 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -11.890046*mm     -33.979800*mm      -9.966078*mm     -34.593024*mm     -11.073420*mm     -38.436693*mm     -13.211162*mm     -37.755333*mm       0.448787*mm     -35.997203*mm       2.466461*mm     -35.915409*mm       2.740512*mm     -39.906010*mm       0.498653*mm     -39.996892*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 4 side manual 0 
superlayer1_layer0_ahdccell5_subcell1  |         ahdc_mother  |          AHDCcell 5 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -17.355350*mm     -36.038755*mm     -19.348755*mm     -35.008937*mm     -17.413880*mm     -31.508043*mm     -15.619815*mm     -32.434879*mm      -3.982714*mm     -39.801231*mm      -6.208121*mm     -39.515304*mm      -5.587309*mm     -35.563773*mm      -3.584442*mm     -35.821108*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 5 side manual 0 
superlayer1_layer0_ahdccell5_subcell2  |         ahdc_mother  |          AHDCcell 5 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -15.619815*mm     -32.434879*mm     -13.776604*mm     -33.259663*mm     -15.307337*mm     -36.955181*mm     -17.355350*mm     -36.038755*mm      -3.584442*mm     -35.821108*mm      -1.570298*mm     -35.965736*mm      -1.744775*mm     -39.961929*mm      -3.982714*mm     -39.801231*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 5 side manual 0 
superlayer1_layer0_ahdccell6_subcell1  |         ahdc_mother  |          AHDCcell 6 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -21.281283*mm     -33.868968*mm     -23.146852*mm     -32.622435*mm     -20.832167*mm     -29.360191*mm     -19.153155*mm     -30.482071*mm      -8.413995*mm     -39.105047*mm     -10.593396*mm     -38.571751*mm      -9.534056*mm     -34.714576*mm      -7.572596*mm     -35.194542*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 6 side manual 0 
superlayer1_layer0_ahdccell6_subcell2  |         ahdc_mother  |          AHDCcell 6 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -19.153155*mm     -30.482071*mm     -17.413880*mm     -31.508043*mm     -19.348755*mm     -35.008937*mm     -21.281283*mm     -33.868968*mm      -7.572596*mm     -35.194542*mm      -5.587309*mm     -35.563773*mm      -6.208121*mm     -39.515304*mm      -8.413995*mm     -39.105047*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 6 side manual 0 
superlayer1_layer0_ahdccell7_subcell1  |         ahdc_mother  |          AHDCcell 7 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -24.939592*mm     -31.273259*mm     -26.653863*mm     -29.825687*mm     -23.988477*mm     -26.843118*mm     -22.445633*mm     -28.145933*mm     -12.739466*mm     -37.917094*mm     -14.845453*mm     -37.143136*mm     -13.360908*mm     -33.428822*mm     -11.465519*mm     -34.125384*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 7 side manual 0 
superlayer1_layer0_ahdccell7_subcell2  |         ahdc_mother  |          AHDCcell 7 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -22.445633*mm     -28.145933*mm     -20.832167*mm     -29.360191*mm     -23.146852*mm     -32.622435*mm     -24.939592*mm     -31.273259*mm     -11.465519*mm     -34.125384*mm      -9.534056*mm     -34.714576*mm     -10.593396*mm     -38.571751*mm     -12.739466*mm     -37.917094*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 7 side manual 0 
superlayer1_layer0_ahdccell8_subcell1  |         ahdc_mother  |          AHDCcell 8 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -28.284271*mm     -28.284271*mm     -29.825687*mm     -26.653863*mm     -26.843118*mm     -23.988477*mm     -25.455844*mm     -25.455844*mm     -16.904730*mm     -36.252311*mm     -18.910820*mm     -35.247424*mm     -17.019738*mm     -31.722682*mm     -15.214257*mm     -32.627080*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 8 side manual 0 
superlayer1_layer0_ahdccell8_subcell2  |         ahdc_mother  |          AHDCcell 8 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -25.455844*mm     -25.455844*mm     -23.988477*mm     -26.843118*mm     -26.653863*mm     -29.825687*mm     -28.284271*mm     -28.284271*mm     -15.214257*mm     -32.627080*mm     -13.360908*mm     -33.428822*mm     -14.845453*mm     -37.143136*mm     -16.904730*mm     -36.252311*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 8 side manual 0 
superlayer1_layer0_ahdccell9_subcell1  |         ahdc_mother  |          AHDCcell 9 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -31.273259*mm     -24.939592*mm     -32.622435*mm     -23.146852*mm     -29.360191*mm     -20.832167*mm     -28.145933*mm     -22.445633*mm     -20.857408*mm     -34.131635*mm     -22.738372*mm     -32.908456*mm     -20.464534*mm     -29.617610*mm     -18.771667*mm     -30.718472*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 9 side manual 0 
superlayer1_layer0_ahdccell9_subcell2  |         ahdc_mother  |          AHDCcell 9 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -28.145933*mm     -22.445633*mm     -26.843118*mm     -23.988477*mm     -29.825687*mm     -26.653863*mm     -31.273259*mm     -24.939592*mm     -18.771667*mm     -30.718472*mm     -17.019738*mm     -31.722682*mm     -18.910820*mm     -35.247424*mm     -20.857408*mm     -34.131635*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 9 side manual 0 
superlayer1_layer0_ahdccell10_subcell1  |         ahdc_mother  |         AHDCcell 10 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -33.868968*mm     -21.281283*mm     -35.008937*mm     -19.348755*mm     -31.508043*mm     -17.413880*mm     -30.482071*mm     -19.153155*mm     -24.547792*mm     -31.581734*mm     -26.279976*mm     -30.155644*mm     -23.651978*mm     -27.140080*mm     -22.093013*mm     -28.423561*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 10 side manual 0 
superlayer1_layer0_ahdccell10_subcell2  |         ahdc_mother  |         AHDCcell 10 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -30.482071*mm     -19.153155*mm     -29.360191*mm     -20.832167*mm     -32.622435*mm     -23.146852*mm     -33.868968*mm     -21.281283*mm     -22.093013*mm     -28.423561*mm     -20.464534*mm     -29.617610*mm     -22.738372*mm     -32.908456*mm     -24.547792*mm     -31.581734*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 10 side manual 0 
superlayer1_layer0_ahdccell11_subcell1  |         ahdc_mother  |         AHDCcell 11 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -36.038755*mm     -17.355350*mm     -36.955181*mm     -15.307337*mm     -33.259663*mm     -13.776604*mm     -32.434879*mm     -15.619815*mm     -27.929473*mm     -28.634674*mm     -29.491093*mm     -27.023608*mm     -26.541984*mm     -24.321247*mm     -25.136525*mm     -25.771207*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 11 side manual 0 
superlayer1_layer0_ahdccell11_subcell2  |         ahdc_mother  |         AHDCcell 11 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -32.434879*mm     -15.619815*mm     -31.508043*mm     -17.413880*mm     -35.008937*mm     -19.348755*mm     -36.038755*mm     -17.355350*mm     -25.136525*mm     -25.771207*mm     -23.651978*mm     -27.140080*mm     -26.279976*mm     -30.155644*mm     -27.929473*mm     -28.634674*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 11 side manual 0 
superlayer1_layer0_ahdccell12_subcell1  |         ahdc_mother  |         AHDCcell 12 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -37.755333*mm     -13.211162*mm     -38.436693*mm     -11.073420*mm     -34.593024*mm      -9.966078*mm     -33.979800*mm     -11.890046*mm     -30.959924*mm     -25.327516*mm     -32.331344*mm     -23.551735*mm     -29.098209*mm     -21.196561*mm     -27.863932*mm     -22.794765*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 12 side manual 0 
superlayer1_layer0_ahdccell12_subcell2  |         ahdc_mother  |         AHDCcell 12 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -33.979800*mm     -11.890046*mm     -33.259663*mm     -13.776604*mm     -36.955181*mm     -15.307337*mm     -37.755333*mm     -13.211162*mm     -27.863932*mm     -22.794765*mm     -26.541984*mm     -24.321247*mm     -29.491093*mm     -27.023608*mm     -30.959924*mm     -25.327516*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 12 side manual 0 
superlayer1_layer0_ahdccell13_subcell1  |         ahdc_mother  |         AHDCcell 13 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -38.997116*mm      -8.900837*mm     -39.434841*mm      -6.700249*mm     -35.491357*mm      -6.030224*mm     -35.097405*mm      -8.010754*mm     -33.601037*mm     -21.701851*mm     -34.765009*mm     -19.783684*mm     -31.288508*mm     -17.805316*mm     -30.240933*mm     -19.531665*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 13 side manual 0 
superlayer1_layer0_ahdccell13_subcell2  |         ahdc_mother  |         AHDCcell 13 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -35.097405*mm      -8.010754*mm     -34.593024*mm      -9.966078*mm     -38.436693*mm     -11.073420*mm     -38.997116*mm      -8.900837*mm     -30.240933*mm     -19.531665*mm     -29.098209*mm     -21.196561*mm     -32.331344*mm     -23.551735*mm     -33.601037*mm     -21.701851*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 13 side manual 0 
superlayer1_layer0_ahdccell14_subcell1  |         ahdc_mother  |         AHDCcell 14 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -39.748488*mm      -4.478579*mm     -39.937073*mm      -2.242818*mm     -35.943365*mm      -2.018536*mm     -35.773640*mm      -4.030721*mm     -35.819597*mm     -17.803271*mm     -36.761484*mm     -15.766843*mm     -33.085335*mm     -14.190158*mm     -32.237637*mm     -16.022944*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 14 side manual 0 
superlayer1_layer0_ahdccell14_subcell2  |         ahdc_mother  |         AHDCcell 14 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -35.773640*mm      -4.030721*mm     -35.491357*mm      -6.030224*mm     -39.434841*mm      -6.700249*mm     -39.748488*mm      -4.478579*mm     -32.237637*mm     -16.022944*mm     -31.288508*mm     -17.805316*mm     -34.765009*mm     -19.783684*mm     -35.819597*mm     -17.803271*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 14 side manual 0 
superlayer1_layer0_ahdccell15_subcell1  |         ahdc_mother  |         AHDCcell 15 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -40.000000*mm      -0.000000*mm     -39.937073*mm       2.242818*mm     -35.943365*mm       2.018536*mm     -36.000000*mm      -0.000000*mm     -37.587705*mm     -13.680806*mm     -38.295661*mm     -11.551724*mm     -34.466095*mm     -10.396551*mm     -33.828934*mm     -12.312725*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 15 side manual 0 
superlayer1_layer0_ahdccell15_subcell2  |         ahdc_mother  |         AHDCcell 15 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -36.000000*mm      -0.000000*mm     -35.943365*mm      -2.018536*mm     -39.937073*mm      -2.242818*mm     -40.000000*mm      -0.000000*mm     -33.828934*mm     -12.312725*mm     -33.085335*mm     -14.190158*mm     -36.761484*mm     -15.766843*mm     -37.587705*mm     -13.680806*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 15 side manual 0 
superlayer1_layer0_ahdccell16_subcell1  |         ahdc_mother  |         AHDCcell 16 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -39.748488*mm       4.478579*mm     -39.434841*mm       6.700249*mm     -35.491357*mm       6.030224*mm     -35.773640*mm       4.030721*mm     -38.883125*mm      -9.386296*mm     -39.348249*mm      -7.191335*mm     -35.413424*mm      -6.472202*mm     -34.994813*mm      -8.447666*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 16 side manual 0 
superlayer1_layer0_ahdccell16_subcell2  |         ahdc_mother  |         AHDCcell 16 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -35.773640*mm       4.030721*mm     -35.943365*mm       2.018536*mm     -39.937073*mm       2.242818*mm     -39.748488*mm       4.478579*mm     -34.994813*mm      -8.447666*mm     -34.466095*mm     -10.396551*mm     -38.295661*mm     -11.551724*mm     -38.883125*mm      -9.386296*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 16 side manual 0 
superlayer1_layer0_ahdccell17_subcell1  |         ahdc_mother  |         AHDCcell 17 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -38.997116*mm       8.900837*mm     -38.436693*mm      11.073420*mm     -34.593024*mm       9.966078*mm     -35.097405*mm       8.010754*mm     -39.689568*mm      -4.973748*mm     -39.906010*mm      -2.740512*mm     -35.915409*mm      -2.466461*mm     -35.720611*mm      -4.476373*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 17 side manual 0 
superlayer1_layer0_ahdccell17_subcell2  |         ahdc_mother  |         AHDCcell 17 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -35.097405*mm       8.010754*mm     -35.491357*mm       6.030224*mm     -39.434841*mm       6.700249*mm     -38.997116*mm       8.900837*mm     -35.720611*mm      -4.476373*mm     -35.413424*mm      -6.472202*mm     -39.348249*mm      -7.191335*mm     -39.689568*mm      -4.973748*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 17 side manual 0 
superlayer1_layer0_ahdccell18_subcell1  |         ahdc_mother  |         AHDCcell 18 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -37.755333*mm      13.211162*mm     -36.955181*mm      15.307337*mm     -33.259663*mm      13.776604*mm     -33.979800*mm      11.890046*mm     -39.996892*mm      -0.498653*mm     -39.961929*mm       1.744775*mm     -35.965736*mm       1.570298*mm     -35.997203*mm      -0.448787*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 18 side manual 0 
superlayer1_layer0_ahdccell18_subcell2  |         ahdc_mother  |         AHDCcell 18 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -33.979800*mm      11.890046*mm     -34.593024*mm       9.966078*mm     -38.436693*mm      11.073420*mm     -37.755333*mm      13.211162*mm     -35.997203*mm      -0.448787*mm     -35.915409*mm      -2.466461*mm     -39.906010*mm      -2.740512*mm     -39.996892*mm      -0.498653*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 18 side manual 0 
superlayer1_layer0_ahdccell19_subcell1  |         ahdc_mother  |         AHDCcell 19 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -36.038755*mm      17.355350*mm     -35.008937*mm      19.348755*mm     -31.508043*mm      17.413880*mm     -32.434879*mm      15.619815*mm     -39.801231*mm       3.982714*mm     -39.515304*mm       6.208121*mm     -35.563773*mm       5.587309*mm     -35.821108*mm       3.584442*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 19 side manual 0 
superlayer1_layer0_ahdccell19_subcell2  |         ahdc_mother  |         AHDCcell 19 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -32.434879*mm      15.619815*mm     -33.259663*mm      13.776604*mm     -36.955181*mm      15.307337*mm     -36.038755*mm      17.355350*mm     -35.821108*mm       3.584442*mm     -35.965736*mm       1.570298*mm     -39.961929*mm       1.744775*mm     -39.801231*mm       3.982714*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 19 side manual 0 
superlayer1_layer0_ahdccell20_subcell1  |         ahdc_mother  |         AHDCcell 20 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -33.868968*mm      21.281283*mm     -32.622435*mm      23.146852*mm     -29.360191*mm      20.832167*mm     -30.482071*mm      19.153155*mm     -39.105047*mm       8.413995*mm     -38.571751*mm      10.593396*mm     -34.714576*mm       9.534056*mm     -35.194542*mm       7.572596*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 20 side manual 0 
superlayer1_layer0_ahdccell20_subcell2  |         ahdc_mother  |         AHDCcell 20 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -30.482071*mm      19.153155*mm     -31.508043*mm      17.413880*mm     -35.008937*mm      19.348755*mm     -33.868968*mm      21.281283*mm     -35.194542*mm       7.572596*mm     -35.563773*mm       5.587309*mm     -39.515304*mm       6.208121*mm     -39.105047*mm       8.413995*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 20 side manual 0 
superlayer1_layer0_ahdccell21_subcell1  |         ahdc_mother  |         AHDCcell 21 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -31.273259*mm      24.939592*mm     -29.825687*mm      26.653863*mm     -26.843118*mm      23.988477*mm     -28.145933*mm      22.445633*mm     -37.917094*mm      12.739466*mm     -37.143136*mm      14.845453*mm     -33.428822*mm      13.360908*mm     -34.125384*mm      11.465519*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 1 layer manual 0 ahdccell manual 21 side manual 0 
