            bst_sl_1  |                root  |                 Super Layer 1  |                                  0*cm 0*cm -50*mm  |                                   0 0 0  | aaaaff   |                Tube  |                            60*mm 75*mm 325*mm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment10  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 10  |                   -6.500*mm 123.751*mm 225.345*mm  |                      90*deg 0*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment11  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 11  |                  -48.433*mm 114.065*mm 225.345*mm  |                     90*deg 20*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment12  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 12  |                   -84.525*mm 90.621*mm 225.345*mm  |                     90*deg 40*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment13  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 13  |                  -110.422*mm 56.246*mm 225.345*mm  |                     90*deg 60*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment14  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 14  |                  -123.000*mm 15.088*mm 225.345*mm  |                     90*deg 80*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment15  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 15  |                 -120.742*mm -27.890*mm 225.345*mm  |                    90*deg 100*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment16  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 16  |                 -103.922*mm -67.505*mm 225.345*mm  |                    90*deg 120*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment17  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 17  |                  -74.566*mm -98.977*mm 225.345*mm  |                    90*deg 140*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_d2_L3_Segment18  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 18  |                 -36.217*mm -118.511*mm 225.345*mm  |                    90*deg 160*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment01  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 1  |                  6.500*mm -123.751*mm 187.5325*mm  |                   90*deg -180*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment02  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 2  |                 48.433*mm -114.065*mm 187.5325*mm  |                   90*deg -160*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment03  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 3  |                  84.525*mm -90.621*mm 187.5325*mm  |                   90*deg -140*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment04  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 4  |                 110.422*mm -56.246*mm 187.5325*mm  |                   90*deg -120*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment05  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 5  |                 123.000*mm -15.088*mm 187.5325*mm  |                   90*deg -100*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment06  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 6  |                  120.742*mm 27.890*mm 187.5325*mm  |                    90*deg -80*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment07  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 7  |                  103.922*mm 67.505*mm 187.5325*mm  |                    90*deg -60*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment08  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 8  |                   74.566*mm 98.977*mm 187.5325*mm  |                    90*deg -40*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment09  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 9  |                  36.217*mm 118.511*mm 187.5325*mm  |                    90*deg -20*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment10  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 10  |                  -6.500*mm 123.751*mm 187.5325*mm  |                      90*deg 0*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment11  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 11  |                 -48.433*mm 114.065*mm 187.5325*mm  |                     90*deg 20*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment12  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 12  |                  -84.525*mm 90.621*mm 187.5325*mm  |                     90*deg 40*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment13  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 13  |                 -110.422*mm 56.246*mm 187.5325*mm  |                     90*deg 60*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment14  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 14  |                 -123.000*mm 15.088*mm 187.5325*mm  |                     90*deg 80*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment15  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 15  |                -120.742*mm -27.890*mm 187.5325*mm  |                    90*deg 100*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment16  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 16  |                -103.922*mm -67.505*mm 187.5325*mm  |                    90*deg 120*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment17  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 17  |                 -74.566*mm -98.977*mm 187.5325*mm  |                    90*deg 140*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_W_m2_L3_Segment18  |            bst_sl_3  |Button Rail Tube W, Layer 3,  Segment 18  |                -36.217*mm -118.511*mm 187.5325*mm  |                    90*deg 160*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment01  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 1  |                 -8.005*mm -123.751*mm -35.7175*mm  |                     0*deg 0*deg 180*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment02  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 2  |                 34.803*mm -119.026*mm -35.7175*mm  |                     0*deg 0*deg 160*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment03  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 3  |                  73.413*mm -99.944*mm -35.7175*mm  |                     0*deg 0*deg 140*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment04  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 4  |                 103.169*mm -68.808*mm -35.7175*mm  |                     0*deg 0*deg 120*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment05  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 5  |                 120.481*mm -29.373*mm -35.7175*mm  |                     0*deg 0*deg 100*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment06  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 6  |                  123.261*mm 13.606*mm -35.7175*mm  |                      0*deg 0*deg 80*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment07  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 7  |                  111.174*mm 54.943*mm -35.7175*mm  |                      0*deg 0*deg 60*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment08  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 8  |                   85.678*mm 89.653*mm -35.7175*mm  |                      0*deg 0*deg 40*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment09  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 9  |                  49.848*mm 113.550*mm -35.7175*mm  |                      0*deg 0*deg 20*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment10  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 10  |                   8.005*mm 123.751*mm -35.7175*mm  |                       0*deg 0*deg 0*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment11  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 11  |                 -34.803*mm 119.026*mm -35.7175*mm  |                     0*deg 0*deg -20*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment12  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 12  |                  -73.413*mm 99.944*mm -35.7175*mm  |                     0*deg 0*deg -40*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment13  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 13  |                 -103.169*mm 68.808*mm -35.7175*mm  |                     0*deg 0*deg -60*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment14  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 14  |                 -120.481*mm 29.373*mm -35.7175*mm  |                     0*deg 0*deg -80*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment15  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 15  |                -123.261*mm -13.606*mm -35.7175*mm  |                    0*deg 0*deg -100*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment16  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 16  |                -111.174*mm -54.943*mm -35.7175*mm  |                    0*deg 0*deg -120*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment17  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 17  |                 -85.678*mm -89.653*mm -35.7175*mm  |                    0*deg 0*deg -140*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown1_layer3_segment18  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 1,  Segment 18  |                -49.848*mm -113.550*mm -35.7175*mm  |                    0*deg 0*deg -160*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment01  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 1  |                  -8.005*mm -123.751*mm 75.9075*mm  |                     0*deg 0*deg 180*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment02  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 2  |                  34.803*mm -119.026*mm 75.9075*mm  |                     0*deg 0*deg 160*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment03  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 3  |                   73.413*mm -99.944*mm 75.9075*mm  |                     0*deg 0*deg 140*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment04  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 4  |                  103.169*mm -68.808*mm 75.9075*mm  |                     0*deg 0*deg 120*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment05  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 5  |                  120.481*mm -29.373*mm 75.9075*mm  |                     0*deg 0*deg 100*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment06  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 6  |                   123.261*mm 13.606*mm 75.9075*mm  |                      0*deg 0*deg 80*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment07  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 7  |                   111.174*mm 54.943*mm 75.9075*mm  |                      0*deg 0*deg 60*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment08  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 8  |                    85.678*mm 89.653*mm 75.9075*mm  |                      0*deg 0*deg 40*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment09  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 9  |                   49.848*mm 113.550*mm 75.9075*mm  |                      0*deg 0*deg 20*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment10  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 10  |                    8.005*mm 123.751*mm 75.9075*mm  |                       0*deg 0*deg 0*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment11  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 11  |                  -34.803*mm 119.026*mm 75.9075*mm  |                     0*deg 0*deg -20*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment12  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 12  |                   -73.413*mm 99.944*mm 75.9075*mm  |                     0*deg 0*deg -40*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment13  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 13  |                  -103.169*mm 68.808*mm 75.9075*mm  |                     0*deg 0*deg -60*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment14  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 14  |                  -120.481*mm 29.373*mm 75.9075*mm  |                     0*deg 0*deg -80*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment15  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 15  |                 -123.261*mm -13.606*mm 75.9075*mm  |                    0*deg 0*deg -100*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment16  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 16  |                 -111.174*mm -54.943*mm 75.9075*mm  |                    0*deg 0*deg -120*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment17  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 17  |                  -85.678*mm -89.653*mm 75.9075*mm  |                    0*deg 0*deg -140*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m1_updown1_layer3_segment18  |            bst_sl_3  |Epoxy W, Layer 3,  Module 1, UpDown 1,  Segment 18  |                 -49.848*mm -113.550*mm 75.9075*mm  |                    0*deg 0*deg -160*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment01  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 1  |                 -8.005*mm -123.751*mm 187.5325*mm  |                     0*deg 0*deg 180*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment02  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 2  |                 34.803*mm -119.026*mm 187.5325*mm  |                     0*deg 0*deg 160*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment03  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 3  |                  73.413*mm -99.944*mm 187.5325*mm  |                     0*deg 0*deg 140*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment04  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 4  |                 103.169*mm -68.808*mm 187.5325*mm  |                     0*deg 0*deg 120*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment05  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 5  |                 120.481*mm -29.373*mm 187.5325*mm  |                     0*deg 0*deg 100*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment06  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 6  |                  123.261*mm 13.606*mm 187.5325*mm  |                      0*deg 0*deg 80*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment07  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 7  |                  111.174*mm 54.943*mm 187.5325*mm  |                      0*deg 0*deg 60*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
