            bst_sl_1  |                root  |                 Super Layer 1  |                                  0*cm 0*cm -50*mm  |                                   0 0 0  | aaaaff   |                Tube  |                            60*mm 75*mm 325*mm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
button_rail_V_d1_L1_Segment05  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 5  |                     43.757*mm 49.168*mm 35.394*mm  |                    90*deg -36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d1_L1_Segment06  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 6  |                      6.500*mm 65.497*mm 35.394*mm  |                      90*deg 0*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d1_L1_Segment07  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 7  |                    -33.240*mm 56.809*mm 35.394*mm  |                     90*deg 36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d1_L1_Segment08  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 8  |                    -60.283*mm 26.422*mm 35.394*mm  |                     90*deg 72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d1_L1_Segment09  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 9  |                   -64.300*mm -14.058*mm 35.394*mm  |                    90*deg 108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d1_L1_Segment10  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 10  |                   -43.757*mm -49.168*mm 35.394*mm  |                    90*deg 144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment01  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 1  |         -6.500*mm -65.497*mm -2.41849999999999*mm  |                   90*deg -180*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment02  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 2  |         33.240*mm -56.809*mm -2.41849999999999*mm  |                   90*deg -144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment03  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 3  |         60.283*mm -26.422*mm -2.41849999999999*mm  |                   90*deg -108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment04  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 4  |          64.300*mm 14.058*mm -2.41849999999999*mm  |                    90*deg -72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment05  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 5  |          43.757*mm 49.168*mm -2.41849999999999*mm  |                    90*deg -36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment06  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 6  |           6.500*mm 65.497*mm -2.41849999999999*mm  |                      90*deg 0*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment07  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 7  |         -33.240*mm 56.809*mm -2.41849999999999*mm  |                     90*deg 36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment08  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 8  |         -60.283*mm 26.422*mm -2.41849999999999*mm  |                     90*deg 72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment09  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 9  |        -64.300*mm -14.058*mm -2.41849999999999*mm  |                    90*deg 108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m1_L1_Segment10  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 10  |        -43.757*mm -49.168*mm -2.41849999999999*mm  |                    90*deg 144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment01  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 1  |                    -6.500*mm -65.497*mm 71.394*mm  |                   90*deg -180*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment02  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 2  |                    33.240*mm -56.809*mm 71.394*mm  |                   90*deg -144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment03  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 3  |                    60.283*mm -26.422*mm 71.394*mm  |                   90*deg -108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment04  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 4  |                     64.300*mm 14.058*mm 71.394*mm  |                    90*deg -72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment05  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 5  |                     43.757*mm 49.168*mm 71.394*mm  |                    90*deg -36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment06  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 6  |                      6.500*mm 65.497*mm 71.394*mm  |                      90*deg 0*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment07  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 7  |                    -33.240*mm 56.809*mm 71.394*mm  |                     90*deg 36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment08  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 8  |                    -60.283*mm 26.422*mm 71.394*mm  |                     90*deg 72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment09  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 9  |                   -64.300*mm -14.058*mm 71.394*mm  |                    90*deg 108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_u2_L1_Segment10  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 10  |                   -43.757*mm -49.168*mm 71.394*mm  |                    90*deg 144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment01  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 1  |                   -6.500*mm -65.497*mm 147.019*mm  |                   90*deg -180*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment02  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 2  |                   33.240*mm -56.809*mm 147.019*mm  |                   90*deg -144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment03  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 3  |                   60.283*mm -26.422*mm 147.019*mm  |                   90*deg -108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment04  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 4  |                    64.300*mm 14.058*mm 147.019*mm  |                    90*deg -72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment05  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 5  |                    43.757*mm 49.168*mm 147.019*mm  |                    90*deg -36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment06  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 6  |                     6.500*mm 65.497*mm 147.019*mm  |                      90*deg 0*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment07  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 7  |                   -33.240*mm 56.809*mm 147.019*mm  |                     90*deg 36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment08  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 8  |                   -60.283*mm 26.422*mm 147.019*mm  |                     90*deg 72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment09  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 9  |                  -64.300*mm -14.058*mm 147.019*mm  |                    90*deg 108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_d2_L1_Segment10  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 10  |                  -43.757*mm -49.168*mm 147.019*mm  |                    90*deg 144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment01  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 1  |                  -6.500*mm -65.497*mm 109.2065*mm  |                   90*deg -180*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment02  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 2  |                  33.240*mm -56.809*mm 109.2065*mm  |                   90*deg -144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment03  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 3  |                  60.283*mm -26.422*mm 109.2065*mm  |                   90*deg -108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment04  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 4  |                   64.300*mm 14.058*mm 109.2065*mm  |                    90*deg -72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment05  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 5  |                   43.757*mm 49.168*mm 109.2065*mm  |                    90*deg -36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment06  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 6  |                    6.500*mm 65.497*mm 109.2065*mm  |                      90*deg 0*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment07  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 7  |                  -33.240*mm 56.809*mm 109.2065*mm  |                     90*deg 36*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment08  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 8  |                  -60.283*mm 26.422*mm 109.2065*mm  |                     90*deg 72*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment09  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 9  |                 -64.300*mm -14.058*mm 109.2065*mm  |                    90*deg 108*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
button_rail_V_m2_L1_Segment10  |            bst_sl_1  |Button Rail Tube V, Layer 1,  Segment 10  |                 -43.757*mm -49.168*mm 109.2065*mm  |                    90*deg 144*deg 0*deg  | eef6ff   |                Tube  |                             0*mm 1.5*mm 0.0405*mm 0 360*deg  |BusCableCopperAndNickelAndGold  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment01  |            bst_sl_1  |BusCable V, Layer 1,  Segment 1  |                  -0.000*mm -65.564*mm -28.6045*mm  |                     0*deg 0*deg 180*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment02  |            bst_sl_1  |BusCable V, Layer 1,  Segment 2  |                  38.538*mm -53.043*mm -28.6045*mm  |                     0*deg 0*deg 144*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment03  |            bst_sl_1  |BusCable V, Layer 1,  Segment 3  |                  62.356*mm -20.261*mm -28.6045*mm  |                     0*deg 0*deg 108*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment04  |            bst_sl_1  |BusCable V, Layer 1,  Segment 4  |                   62.356*mm 20.261*mm -28.6045*mm  |                      0*deg 0*deg 72*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment05  |            bst_sl_1  |BusCable V, Layer 1,  Segment 5  |                   38.538*mm 53.043*mm -28.6045*mm  |                      0*deg 0*deg 36*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment06  |            bst_sl_1  |BusCable V, Layer 1,  Segment 6  |                    0.000*mm 65.564*mm -28.6045*mm  |                       0*deg 0*deg 0*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment07  |            bst_sl_1  |BusCable V, Layer 1,  Segment 7  |                  -38.538*mm 53.043*mm -28.6045*mm  |                     0*deg 0*deg -36*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment08  |            bst_sl_1  |BusCable V, Layer 1,  Segment 8  |                  -62.356*mm 20.261*mm -28.6045*mm  |                     0*deg 0*deg -72*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment09  |            bst_sl_1  |BusCable V, Layer 1,  Segment 9  |                 -62.356*mm -20.261*mm -28.6045*mm  |                    0*deg 0*deg -108*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
busCable_V_Layer1_Segment10  |            bst_sl_1  |BusCable V, Layer 1,  Segment 10  |                 -38.538*mm -53.043*mm -28.6045*mm  |                    0*deg 0*deg -144*deg  | 1205a1   |                 Box  |                              21.01*mm 0.0155*mm 187.9415*mm  |            BusCable  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment01  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 1  |                   -0.000*mm -65.707*mm -15.596*mm  |                     0*deg 0*deg 180*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment02  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 2  |                   38.622*mm -53.158*mm -15.596*mm  |                     0*deg 0*deg 144*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment03  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 3  |                   62.491*mm -20.305*mm -15.596*mm  |                     0*deg 0*deg 108*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment04  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 4  |                    62.491*mm 20.305*mm -15.596*mm  |                      0*deg 0*deg 72*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment05  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 5  |                    38.622*mm 53.158*mm -15.596*mm  |                      0*deg 0*deg 36*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment06  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 6  |                     0.000*mm 65.707*mm -15.596*mm  |                       0*deg 0*deg 0*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment07  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 7  |                   -38.622*mm 53.158*mm -15.596*mm  |                     0*deg 0*deg -36*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment08  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 8  |                   -62.491*mm 20.305*mm -15.596*mm  |                     0*deg 0*deg -72*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment09  |            bst_sl_1  |  Epoxy V, Layer 1,  Segment 9  |                  -62.491*mm -20.305*mm -15.596*mm  |                    0*deg 0*deg -108*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
carbonFiber_V_L1_Segment10  |            bst_sl_1  | Epoxy V, Layer 1,  Segment 10  |                  -38.622*mm -53.158*mm -15.596*mm  |                    0*deg 0*deg -144*deg  | 252020   |                 Box  |                                 21.01*mm 0.125*mm 200.95*mm  |         carbonFiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment01  |            bst_sl_1  |Rohacell support, Layer 1, Segment 1  |                     -0.000*mm -67.084*mm 8.679*mm  |                     0*deg 0*deg 180*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment01  |rohacell_L1_Segment01  |Plastic Tab inside Rohahell, Layer 1, Segment 1  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment02  |            bst_sl_1  |Rohacell support, Layer 1, Segment 2  |                     39.431*mm -54.272*mm 8.679*mm  |                     0*deg 0*deg 144*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment02  |rohacell_L1_Segment02  |Plastic Tab inside Rohahell, Layer 1, Segment 2  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment03  |            bst_sl_1  |Rohacell support, Layer 1, Segment 3  |                     63.801*mm -20.730*mm 8.679*mm  |                     0*deg 0*deg 108*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
plastic_L1_Segment03  |rohacell_L1_Segment03  |Plastic Tab inside Rohahell, Layer 1, Segment 3  |                              0*mm 0*mm 169.685*mm  |                                       0  | e200e1   |                 Box  |                                      10*mm 1.245*mm 6.75*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
rohacell_L1_Segment04  |            bst_sl_1  |Rohacell support, Layer 1, Segment 4  |                      63.801*mm 20.730*mm 8.679*mm  |                      0*deg 0*deg 72*deg  | e10000   |                 Box  |                                    19*mm 1.25*mm 176.535*mm  |            rohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
