             ec_s1 |       fc | 227.2889756*cm -0.752*cm 731.8939964*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 26.7767*cm 0*rad 0*rad 204.35336*cm 0.000001*cm 209.3246351*cm 0*rad 204.35336*cm 0.000001*cm 209.3246351*cm 0*rad  | 
W_strip_36_11_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -7.9847534*cm 76.778099*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 69.3849456*cm 63.0772233*cm -0.1036253*rad 5.11854*cm 69.3849456*cm 63.0772233*cm -0.1036253*rad  | 
W_strip_36_12_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -6.9201196*cm 66.541019*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 75.6926679*cm 69.3849456*cm -0.1036253*rad 5.11854*cm 75.6926679*cm 69.3849456*cm -0.1036253*rad  | 
W_strip_36_13_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -5.8554858*cm 56.303939*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 82.0003902*cm 75.6926679*cm -0.1036253*rad 5.11854*cm 82.0003902*cm 75.6926679*cm -0.1036253*rad  | 
W_strip_36_14_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -4.790852*cm 46.066859*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 88.3081124*cm 82.0003902*cm -0.1036253*rad 5.11854*cm 88.3081124*cm 82.0003902*cm -0.1036253*rad  | 
W_strip_36_15_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -3.7262182*cm 35.829779*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 94.6158347*cm 88.3081124*cm -0.1036253*rad 5.11854*cm 94.6158347*cm 88.3081124*cm -0.1036253*rad  | 
W_strip_36_16_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -2.6615844*cm 25.592699*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 100.923557*cm 94.6158347*cm -0.1036253*rad 5.11854*cm 100.923557*cm 94.6158347*cm -0.1036253*rad  | 
W_strip_36_17_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -1.5969506*cm 15.355619*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 107.2312792*cm 100.923557*cm -0.1036253*rad 5.11854*cm 107.2312792*cm 100.923557*cm -0.1036253*rad  | 
W_strip_36_18_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -0.5323168*cm 5.118539*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 113.5390015*cm 107.2312792*cm -0.1036253*rad 5.11854*cm 113.5390015*cm 107.2312792*cm -0.1036253*rad  | 
W_strip_36_19_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 0.532317*cm -5.118541*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 119.8467238*cm 113.5390015*cm -0.1036253*rad 5.11854*cm 119.8467238*cm 113.5390015*cm -0.1036253*rad  | 
W_strip_36_20_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 1.5969508*cm -15.355621*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 126.1544461*cm 119.8467238*cm -0.1036253*rad 5.11854*cm 126.1544461*cm 119.8467238*cm -0.1036253*rad  | 
W_strip_36_21_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 2.6615846*cm -25.592701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 132.4621683*cm 126.1544461*cm -0.1036253*rad 5.11854*cm 132.4621683*cm 126.1544461*cm -0.1036253*rad  | 
W_strip_36_22_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 3.7262184*cm -35.829781*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 138.7698906*cm 132.4621683*cm -0.1036253*rad 5.11854*cm 138.7698906*cm 132.4621683*cm -0.1036253*rad  | 
W_strip_36_23_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 4.7908522*cm -46.066861*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 145.0776129*cm 138.7698906*cm -0.1036253*rad 5.11854*cm 145.0776129*cm 138.7698906*cm -0.1036253*rad  | 
W_strip_36_24_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 5.855486*cm -56.303941*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 151.3853351*cm 145.0776129*cm -0.1036253*rad 5.11854*cm 151.3853351*cm 145.0776129*cm -0.1036253*rad  | 
W_strip_36_25_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 6.9201198*cm -66.541021*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 157.6930574*cm 151.3853351*cm -0.1036253*rad 5.11854*cm 157.6930574*cm 151.3853351*cm -0.1036253*rad  | 
W_strip_36_26_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 7.9847536*cm -76.778101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 164.0007797*cm 157.6930574*cm -0.1036253*rad 5.11854*cm 164.0007797*cm 157.6930574*cm -0.1036253*rad  | 
W_strip_36_27_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 9.0493874*cm -87.015181*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 170.308502*cm 164.0007797*cm -0.1036253*rad 5.11854*cm 170.308502*cm 164.0007797*cm -0.1036253*rad  | 
W_strip_36_28_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 10.1140212*cm -97.252261*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 176.6162242*cm 170.308502*cm -0.1036253*rad 5.11854*cm 176.6162242*cm 170.308502*cm -0.1036253*rad  | 
W_strip_36_29_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 11.1786551*cm -107.489341*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 182.9239465*cm 176.6162242*cm -0.1036253*rad 5.11854*cm 182.9239465*cm 176.6162242*cm -0.1036253*rad  | 
W_strip_36_30_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 12.2432889*cm -117.726421*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 189.2316688*cm 182.9239465*cm -0.1036253*rad 5.11854*cm 189.2316688*cm 182.9239465*cm -0.1036253*rad  | 
W_strip_36_31_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 13.3079227*cm -127.963501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 195.5393911*cm 189.2316688*cm -0.1036253*rad 5.11854*cm 195.5393911*cm 189.2316688*cm -0.1036253*rad  | 
W_strip_36_32_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 14.3725565*cm -138.200581*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 201.8471133*cm 195.5393911*cm -0.1036253*rad 5.11854*cm 201.8471133*cm 195.5393911*cm -0.1036253*rad  | 
W_strip_36_33_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 15.4371903*cm -148.437661*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 208.1548356*cm 201.8471133*cm -0.1036253*rad 5.11854*cm 208.1548356*cm 201.8471133*cm -0.1036253*rad  | 
W_strip_36_34_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 16.5018241*cm -158.674741*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 214.4625579*cm 208.1548356*cm -0.1036253*rad 5.11854*cm 214.4625579*cm 208.1548356*cm -0.1036253*rad  | 
W_strip_36_35_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 17.5664579*cm -168.911821*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 220.7702801*cm 214.4625579*cm -0.1036253*rad 5.11854*cm 220.7702801*cm 214.4625579*cm -0.1036253*rad  | 
W_strip_36_36_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | 18.6310917*cm -179.148901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 227.0780024*cm 220.7702801*cm -0.1036253*rad 5.11854*cm 227.0780024*cm 220.7702801*cm -0.1036253*rad  | 
lead_37_s6_view_1_stack_2 |    ec_s6 | 0*cm 0.30816*cm 23.13085*cm | 0 0 0 |   G4Trap | 0.11905*cm 0*rad 0*rad 202.632481*cm 0.000001*cm 207.5630989*cm 0*rad 202.632481*cm 0.000001*cm 207.5630989*cm 0*rad  | 
U-scintillator_37_s6_view_1_stack_2 |    ec_s6 | 0*cm 0.30816*cm 23.75*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 202.632481*cm 0.000001*cm 207.5630989*cm 0*rad 202.632481*cm 0.000001*cm 207.5630989*cm 0*rad  | 
U_strip_37_1_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -197.003799*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 0.0000005*cm 5.7656421*cm 0*rad 5.62868*cm 0.0000005*cm 5.7656421*cm 0*rad  | 
U_strip_37_2_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -185.746439*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 5.7656421*cm 11.5312837*cm 0*rad 5.62868*cm 5.7656421*cm 11.5312837*cm 0*rad  | 
U_strip_37_3_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -174.489079*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 11.5312837*cm 17.2969253*cm 0*rad 5.62868*cm 11.5312837*cm 17.2969253*cm 0*rad  | 
U_strip_37_4_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -163.231719*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 17.2969253*cm 23.0625669*cm 0*rad 5.62868*cm 17.2969253*cm 23.0625669*cm 0*rad  | 
U_strip_37_5_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -151.974359*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 23.0625669*cm 28.8282086*cm 0*rad 5.62868*cm 23.0625669*cm 28.8282086*cm 0*rad  | 
U_strip_37_6_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -140.716999*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 28.8282086*cm 34.5938502*cm 0*rad 5.62868*cm 28.8282086*cm 34.5938502*cm 0*rad  | 
U_strip_37_7_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -129.459639*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 34.5938502*cm 40.3594918*cm 0*rad 5.62868*cm 34.5938502*cm 40.3594918*cm 0*rad  | 
U_strip_37_8_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -118.202279*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 40.3594918*cm 46.1251334*cm 0*rad 5.62868*cm 40.3594918*cm 46.1251334*cm 0*rad  | 
U_strip_37_9_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -106.944919*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 46.1251334*cm 51.890775*cm 0*rad 5.62868*cm 46.1251334*cm 51.890775*cm 0*rad  | 
U_strip_37_10_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -95.687559*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 51.890775*cm 57.6564166*cm 0*rad 5.62868*cm 51.890775*cm 57.6564166*cm 0*rad  | 
U_strip_37_11_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -84.430199*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 57.6564166*cm 63.4220582*cm 0*rad 5.62868*cm 57.6564166*cm 63.4220582*cm 0*rad  | 
U_strip_37_12_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -73.172839*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 63.4220582*cm 69.1876998*cm 0*rad 5.62868*cm 63.4220582*cm 69.1876998*cm 0*rad  | 
U_strip_37_13_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -61.915479*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 69.1876998*cm 74.9533414*cm 0*rad 5.62868*cm 69.1876998*cm 74.9533414*cm 0*rad  | 
U_strip_37_14_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -50.658119*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 74.9533414*cm 80.718983*cm 0*rad 5.62868*cm 74.9533414*cm 80.718983*cm 0*rad  | 
U_strip_37_15_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -39.400759*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 80.718983*cm 86.4846246*cm 0*rad 5.62868*cm 80.718983*cm 86.4846246*cm 0*rad  | 
U_strip_37_16_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -28.143399*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 86.4846246*cm 92.2502662*cm 0*rad 5.62868*cm 86.4846246*cm 92.2502662*cm 0*rad  | 
U_strip_37_17_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -16.886039*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 92.2502662*cm 98.0159078*cm 0*rad 5.62868*cm 92.2502662*cm 98.0159078*cm 0*rad  | 
U_strip_37_18_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm -5.628679*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 98.0159078*cm 103.7815495*cm 0*rad 5.62868*cm 98.0159078*cm 103.7815495*cm 0*rad  | 
U_strip_37_19_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 5.628681*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 103.7815495*cm 109.5471911*cm 0*rad 5.62868*cm 103.7815495*cm 109.5471911*cm 0*rad  | 
U_strip_37_20_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 16.886041*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 109.5471911*cm 115.3128327*cm 0*rad 5.62868*cm 109.5471911*cm 115.3128327*cm 0*rad  | 
U_strip_37_21_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 28.143401*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 115.3128327*cm 121.0784743*cm 0*rad 5.62868*cm 115.3128327*cm 121.0784743*cm 0*rad  | 
U_strip_37_22_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 39.400761*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 121.0784743*cm 126.8441159*cm 0*rad 5.62868*cm 121.0784743*cm 126.8441159*cm 0*rad  | 
U_strip_37_23_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 50.658121*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 126.8441159*cm 132.6097575*cm 0*rad 5.62868*cm 126.8441159*cm 132.6097575*cm 0*rad  | 
U_strip_37_24_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 61.915481*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 132.6097575*cm 138.3753991*cm 0*rad 5.62868*cm 132.6097575*cm 138.3753991*cm 0*rad  | 
U_strip_37_25_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 73.172841*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 138.3753991*cm 144.1410407*cm 0*rad 5.62868*cm 138.3753991*cm 144.1410407*cm 0*rad  | 
U_strip_37_26_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 84.430201*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 144.1410407*cm 149.9066823*cm 0*rad 5.62868*cm 144.1410407*cm 149.9066823*cm 0*rad  | 
U_strip_37_27_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 95.687561*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 149.9066823*cm 155.6723239*cm 0*rad 5.62868*cm 149.9066823*cm 155.6723239*cm 0*rad  | 
U_strip_37_28_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 106.944921*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 155.6723239*cm 161.4379655*cm 0*rad 5.62868*cm 155.6723239*cm 161.4379655*cm 0*rad  | 
U_strip_37_29_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 118.202281*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 161.4379655*cm 167.2036071*cm 0*rad 5.62868*cm 161.4379655*cm 167.2036071*cm 0*rad  | 
U_strip_37_30_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 129.459641*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 167.2036071*cm 172.9692487*cm 0*rad 5.62868*cm 167.2036071*cm 172.9692487*cm 0*rad  | 
U_strip_37_31_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 140.717001*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 172.9692487*cm 178.7348904*cm 0*rad 5.62868*cm 172.9692487*cm 178.7348904*cm 0*rad  | 
U_strip_37_32_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 151.974361*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 178.7348904*cm 184.500532*cm 0*rad 5.62868*cm 178.7348904*cm 184.500532*cm 0*rad  | 
U_strip_37_33_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 163.231721*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 184.500532*cm 190.2661736*cm 0*rad 5.62868*cm 184.500532*cm 190.2661736*cm 0*rad  | 
U_strip_37_34_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 174.489081*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 190.2661736*cm 196.0318152*cm 0*rad 5.62868*cm 190.2661736*cm 196.0318152*cm 0*rad  | 
U_strip_37_35_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 185.746441*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 196.0318152*cm 201.7974568*cm 0*rad 5.62868*cm 196.0318152*cm 201.7974568*cm 0*rad  | 
U_strip_37_36_s6_stack_2 | U-scintillator_37_s6_view_1_stack_2 | 0*cm 197.003801*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.62868*cm 201.7974568*cm 207.5630984*cm 0*rad 5.62868*cm 201.7974568*cm 207.5630984*cm 0*rad  | 
lead_38_s6_view_2_stack_2 |    ec_s6 | 0*cm 0.31672*cm 24.36915*cm | 0 0 0 |   G4Trap | 0.11905*cm 0*rad 0*rad 203.0036176*cm 0.000001*cm 207.9432663*cm 0*rad 203.0036176*cm 0.000001*cm 207.9432663*cm 0*rad  | 
V-scintillator_38_s6_view_2_stack_2 |    ec_s6 | -51.9858163*cm 101.8185283*cm 24.9883*cm | 0*deg 180*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 185.080681*cm 228.0801818*cm 0.000001*cm -0.1036253*rad 185.080681*cm 228.0801818*cm 0.000001*cm -0.1036253*rad  | 
V_strip_38_1_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -18.7133173*cm 179.939549*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 6.3355612*cm 0.0000006*cm -0.1036253*rad 5.14113*cm 6.3355612*cm 0.0000006*cm -0.1036253*rad  | 
V_strip_38_2_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -17.6439849*cm 169.657289*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 12.6711218*cm 6.3355612*cm -0.1036253*rad 5.14113*cm 12.6711218*cm 6.3355612*cm -0.1036253*rad  | 
V_strip_38_3_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -16.5746525*cm 159.375029*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 19.0066823*cm 12.6711218*cm -0.1036253*rad 5.14113*cm 19.0066823*cm 12.6711218*cm -0.1036253*rad  | 
V_strip_38_4_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -15.5053201*cm 149.092769*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 25.3422429*cm 19.0066823*cm -0.1036253*rad 5.14113*cm 25.3422429*cm 19.0066823*cm -0.1036253*rad  | 
V_strip_38_5_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -14.4359876*cm 138.810509*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 31.6778035*cm 25.3422429*cm -0.1036253*rad 5.14113*cm 31.6778035*cm 25.3422429*cm -0.1036253*rad  | 
V_strip_38_6_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -13.3666552*cm 128.528249*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 38.013364*cm 31.6778035*cm -0.1036253*rad 5.14113*cm 38.013364*cm 31.6778035*cm -0.1036253*rad  | 
V_strip_38_7_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -12.2973228*cm 118.245989*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 44.3489246*cm 38.013364*cm -0.1036253*rad 5.14113*cm 44.3489246*cm 38.013364*cm -0.1036253*rad  | 
V_strip_38_8_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -11.2279904*cm 107.963729*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 50.6844852*cm 44.3489246*cm -0.1036253*rad 5.14113*cm 50.6844852*cm 44.3489246*cm -0.1036253*rad  | 
V_strip_38_9_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -10.1586579*cm 97.681469*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 57.0200458*cm 50.6844852*cm -0.1036253*rad 5.14113*cm 57.0200458*cm 50.6844852*cm -0.1036253*rad  | 
V_strip_38_10_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -9.0893255*cm 87.399209*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 63.3556063*cm 57.0200458*cm -0.1036253*rad 5.14113*cm 63.3556063*cm 57.0200458*cm -0.1036253*rad  | 
V_strip_38_11_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -8.0199931*cm 77.116949*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 69.6911669*cm 63.3556063*cm -0.1036253*rad 5.14113*cm 69.6911669*cm 63.3556063*cm -0.1036253*rad  | 
V_strip_38_12_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -6.9506607*cm 66.834689*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 76.0267275*cm 69.6911669*cm -0.1036253*rad 5.14113*cm 76.0267275*cm 69.6911669*cm -0.1036253*rad  | 
V_strip_38_13_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -5.8813282*cm 56.552429*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 82.362288*cm 76.0267275*cm -0.1036253*rad 5.14113*cm 82.362288*cm 76.0267275*cm -0.1036253*rad  | 
V_strip_38_14_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -4.8119958*cm 46.270169*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 88.6978486*cm 82.362288*cm -0.1036253*rad 5.14113*cm 88.6978486*cm 82.362288*cm -0.1036253*rad  | 
V_strip_38_15_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -3.7426634*cm 35.987909*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 95.0334092*cm 88.6978486*cm -0.1036253*rad 5.14113*cm 95.0334092*cm 88.6978486*cm -0.1036253*rad  | 
V_strip_38_16_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -2.673331*cm 25.705649*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 101.3689698*cm 95.0334092*cm -0.1036253*rad 5.14113*cm 101.3689698*cm 95.0334092*cm -0.1036253*rad  | 
V_strip_38_17_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -1.6039985*cm 15.423389*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 107.7045303*cm 101.3689698*cm -0.1036253*rad 5.14113*cm 107.7045303*cm 101.3689698*cm -0.1036253*rad  | 
V_strip_38_18_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | -0.5346661*cm 5.141129*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 114.0400909*cm 107.7045303*cm -0.1036253*rad 5.14113*cm 114.0400909*cm 107.7045303*cm -0.1036253*rad  | 
V_strip_38_19_s6_stack_2 | V-scintillator_38_s6_view_2_stack_2 | 0.5346663*cm -5.141131*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.14113*cm 120.3756515*cm 114.0400909*cm -0.1036253*rad 5.14113*cm 120.3756515*cm 114.0400909*cm -0.1036253*rad  | 
