                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
 FMT_connector2_13_6  |                 FMT  |Connector Layer 2, Conn. 13, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -345*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_4_1  |                 FMT  |Connector Layer 2, Conn. 4, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -180*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_4_2  |                 FMT  |Connector Layer 2, Conn. 4, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -180*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_4_3  |                 FMT  |Connector Layer 2, Conn. 4, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -180*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_4_4  |                 FMT  |Connector Layer 2, Conn. 4, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -180*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_4_5  |                 FMT  |Connector Layer 2, Conn. 4, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -180*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_4_6  |                 FMT  |Connector Layer 2, Conn. 4, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -180*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_12_1  |                 FMT  |Connector Layer 2, Conn. 12, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -360*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_12_2  |                 FMT  |Connector Layer 2, Conn. 12, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -360*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_12_3  |                 FMT  |Connector Layer 2, Conn. 12, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -360*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_12_4  |                 FMT  |Connector Layer 2, Conn. 12, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -360*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_12_5  |                 FMT  |Connector Layer 2, Conn. 12, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -360*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_12_6  |                 FMT  |Connector Layer 2, Conn. 12, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -360*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_3_1  |                 FMT  |Connector Layer 2, Conn. 3, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -195*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_3_2  |                 FMT  |Connector Layer 2, Conn. 3, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -195*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_3_3  |                 FMT  |Connector Layer 2, Conn. 3, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -195*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_3_4  |                 FMT  |Connector Layer 2, Conn. 3, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -195*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_3_5  |                 FMT  |Connector Layer 2, Conn. 3, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -195*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_3_6  |                 FMT  |Connector Layer 2, Conn. 3, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -195*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_11_1  |                 FMT  |Connector Layer 2, Conn. 11, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -375*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_11_2  |                 FMT  |Connector Layer 2, Conn. 11, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -375*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
