           RICH_s4 |       fc | 0*cm 0*cm 0*cm | 0 0 0 |      Stl |  | 
 Socket_MAPMT_8_10 | MAPMT_8_10 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_8_11 |  RICH_s4 | -82.4804032*cm -23.85*cm 677.1793444*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_8_11 | MAPMT_8_11 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_8_11 | MAPMT_8_11 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_8_11 | MAPMT_8_11 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_8_11 | MAPMT_8_11 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_8_11 | MAPMT_8_11 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_8_11 | MAPMT_8_11 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_8_11 | MAPMT_8_11 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_8_12 |  RICH_s4 | -82.4804032*cm -29.15*cm 677.1793444*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_8_12 | MAPMT_8_12 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_8_12 | MAPMT_8_12 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_8_12 | MAPMT_8_12 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_8_12 | MAPMT_8_12 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_8_12 | MAPMT_8_12 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_8_12 | MAPMT_8_12 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_8_12 | MAPMT_8_12 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_8_13 |  RICH_s4 | -82.4804032*cm -34.45*cm 677.1793444*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_8_13 | MAPMT_8_13 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_8_13 | MAPMT_8_13 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_8_13 | MAPMT_8_13 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_8_13 | MAPMT_8_13 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_8_13 | MAPMT_8_13 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_8_13 | MAPMT_8_13 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_8_13 | MAPMT_8_13 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_0 |  RICH_s4 | -87.2838345*cm 37.1*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_0 | MAPMT_9_0 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_0 | MAPMT_9_0 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_0 | MAPMT_9_0 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_0 | MAPMT_9_0 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_0 | MAPMT_9_0 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_0 | MAPMT_9_0 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_0 | MAPMT_9_0 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_1 |  RICH_s4 | -87.2838345*cm 31.8*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_1 | MAPMT_9_1 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_1 | MAPMT_9_1 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_1 | MAPMT_9_1 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_1 | MAPMT_9_1 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_1 | MAPMT_9_1 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_1 | MAPMT_9_1 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_1 | MAPMT_9_1 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_2 |  RICH_s4 | -87.2838345*cm 26.5*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_2 | MAPMT_9_2 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_2 | MAPMT_9_2 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_2 | MAPMT_9_2 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_2 | MAPMT_9_2 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_2 | MAPMT_9_2 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_2 | MAPMT_9_2 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_2 | MAPMT_9_2 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_3 |  RICH_s4 | -87.2838345*cm 21.2*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_3 | MAPMT_9_3 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_3 | MAPMT_9_3 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_3 | MAPMT_9_3 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_3 | MAPMT_9_3 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_3 | MAPMT_9_3 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_3 | MAPMT_9_3 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_3 | MAPMT_9_3 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_4 |  RICH_s4 | -87.2838345*cm 15.9*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_4 | MAPMT_9_4 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_4 | MAPMT_9_4 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_4 | MAPMT_9_4 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_4 | MAPMT_9_4 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_4 | MAPMT_9_4 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_4 | MAPMT_9_4 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_4 | MAPMT_9_4 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_5 |  RICH_s4 | -87.2838345*cm 10.6*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_5 | MAPMT_9_5 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_5 | MAPMT_9_5 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_5 | MAPMT_9_5 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_5 | MAPMT_9_5 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_5 | MAPMT_9_5 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_5 | MAPMT_9_5 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_5 | MAPMT_9_5 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_6 |  RICH_s4 | -87.2838345*cm 5.3*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_6 | MAPMT_9_6 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_6 | MAPMT_9_6 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_6 | MAPMT_9_6 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_6 | MAPMT_9_6 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_6 | MAPMT_9_6 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_6 | MAPMT_9_6 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_6 | MAPMT_9_6 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_7 |  RICH_s4 | -87.2838345*cm 0*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_7 | MAPMT_9_7 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_7 | MAPMT_9_7 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_7 | MAPMT_9_7 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_7 | MAPMT_9_7 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_7 | MAPMT_9_7 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_7 | MAPMT_9_7 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_7 | MAPMT_9_7 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_8 |  RICH_s4 | -87.2838345*cm -5.3*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_8 | MAPMT_9_8 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_8 | MAPMT_9_8 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_8 | MAPMT_9_8 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_8 | MAPMT_9_8 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_8 | MAPMT_9_8 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_8 | MAPMT_9_8 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_8 | MAPMT_9_8 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
         MAPMT_9_9 |  RICH_s4 | -87.2838345*cm -10.6*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
  AlLeft_MAPMT_9_9 | MAPMT_9_9 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlRight_MAPMT_9_9 | MAPMT_9_9 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
   AlTop_MAPMT_9_9 | MAPMT_9_9 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_9 | MAPMT_9_9 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
  Window_MAPMT_9_9 | MAPMT_9_9 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_9 | MAPMT_9_9 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
  Socket_MAPMT_9_9 | MAPMT_9_9 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_9_10 |  RICH_s4 | -87.2838345*cm -15.9*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_9_10 | MAPMT_9_10 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_9_10 | MAPMT_9_10 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_9_10 | MAPMT_9_10 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_10 | MAPMT_9_10 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_9_10 | MAPMT_9_10 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_10 | MAPMT_9_10 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_9_10 | MAPMT_9_10 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_9_11 |  RICH_s4 | -87.2838345*cm -21.2*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_9_11 | MAPMT_9_11 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_9_11 | MAPMT_9_11 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_9_11 | MAPMT_9_11 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_11 | MAPMT_9_11 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_9_11 | MAPMT_9_11 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_11 | MAPMT_9_11 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_9_11 | MAPMT_9_11 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_9_12 |  RICH_s4 | -87.2838345*cm -26.5*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_9_12 | MAPMT_9_12 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_9_12 | MAPMT_9_12 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_9_12 | MAPMT_9_12 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_12 | MAPMT_9_12 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_9_12 | MAPMT_9_12 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_12 | MAPMT_9_12 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_9_12 | MAPMT_9_12 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_9_13 |  RICH_s4 | -87.2838345*cm -31.8*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_9_13 | MAPMT_9_13 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_9_13 | MAPMT_9_13 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_9_13 | MAPMT_9_13 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_13 | MAPMT_9_13 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_9_13 | MAPMT_9_13 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_13 | MAPMT_9_13 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_9_13 | MAPMT_9_13 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_9_14 |  RICH_s4 | -87.2838345*cm -37.1*cm 674.9394677*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_9_14 | MAPMT_9_14 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_9_14 | MAPMT_9_14 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_9_14 | MAPMT_9_14 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_9_14 | MAPMT_9_14 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_9_14 | MAPMT_9_14 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_9_14 | MAPMT_9_14 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_9_14 | MAPMT_9_14 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_10_0 |  RICH_s4 | -92.0872657*cm 39.75*cm 672.6995909*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_10_0 | MAPMT_10_0 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_10_0 | MAPMT_10_0 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_10_0 | MAPMT_10_0 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_10_0 | MAPMT_10_0 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_10_0 | MAPMT_10_0 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_10_0 | MAPMT_10_0 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_10_0 | MAPMT_10_0 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_10_1 |  RICH_s4 | -92.0872657*cm 34.45*cm 672.6995909*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_10_1 | MAPMT_10_1 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_10_1 | MAPMT_10_1 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_10_1 | MAPMT_10_1 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_10_1 | MAPMT_10_1 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_10_1 | MAPMT_10_1 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_10_1 | MAPMT_10_1 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_10_1 | MAPMT_10_1 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_10_2 |  RICH_s4 | -92.0872657*cm 29.15*cm 672.6995909*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_10_2 | MAPMT_10_2 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_10_2 | MAPMT_10_2 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
