                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
BMT_Gas2_C_Layer4_Segment03  |                 BMT  | Gas2 C, Layer 4,   Segment 03  |                               0*mm 0*mm 148.71*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |191.135584*mm 194.135584*mm 210.24*mm 3.70995211573665*deg 112.580095768527*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 4 type manual 1 segment manual 3 strip manual 1 
BMT_DriftCuElectrode_C_Layer4_Segment01  |                 BMT  |DriftCuElectrode C, Layer 4,  Segment 01  |                               0*mm 0*mm 148.71*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |194.135584*mm 194.135704*mm 210.24*mm 3.70995211573665*deg 112.580095768527*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_C_Layer4_Segment02  |                 BMT  |DriftCuElectrode C, Layer 4,  Segment 02  |                               0*mm 0*mm 148.71*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |194.135584*mm 194.135704*mm 210.24*mm 3.70995211573665*deg 112.580095768527*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_C_Layer4_Segment03  |                 BMT  |DriftCuElectrode C, Layer 4,  Segment 03  |                               0*mm 0*mm 148.71*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |194.135584*mm 194.135704*mm 210.24*mm 3.70995211573665*deg 112.580095768527*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer4_Segment01  |                 BMT  |DriftKapton C, Layer 4,  Segment 01  |                               0*mm 0*mm 137.59*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |194.135704*mm 194.385704*mm 239.41*mm 0.885397868592204*deg 118.229204262816*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer4_Segment02  |                 BMT  |DriftKapton C, Layer 4,  Segment 02  |                               0*mm 0*mm 137.59*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |194.135704*mm 194.385704*mm 239.41*mm 0.885397868592204*deg 118.229204262816*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer4_Segment03  |                 BMT  |DriftKapton C, Layer 4,  Segment 03  |                               0*mm 0*mm 137.59*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |194.135704*mm 194.385704*mm 239.41*mm 0.885397868592204*deg 118.229204262816*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer4_Segment01  |                 BMT  |DriftCuGround C, Layer 4,  Segment 01  |                               0*mm 0*mm 148.71*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |194.385704*mm 194.386114*mm 210.24*mm 3.70995211573665*deg 112.580095768527*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer4_Segment02  |                 BMT  |DriftCuGround C, Layer 4,  Segment 02  |                               0*mm 0*mm 148.71*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |194.385704*mm 194.386114*mm 210.24*mm 3.70995211573665*deg 112.580095768527*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer4_Segment03  |                 BMT  |DriftCuGround C, Layer 4,  Segment 03  |                               0*mm 0*mm 148.71*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |194.385704*mm 194.386114*mm 210.24*mm 3.70995211573665*deg 112.580095768527*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_Z_Layer5_Segment01  |                 BMT  |coverlay Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |205.731*mm 205.781*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_Z_Layer5_Segment02  |                 BMT  |coverlay Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |205.731*mm 205.781*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_Z_Layer5_Segment03  |                 BMT  |coverlay Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |205.731*mm 205.781*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer5_Segment01  |                 BMT  |CuGround Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |205.781*mm 205.782584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer5_Segment02  |                 BMT  |CuGround Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |205.781*mm 205.782584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer5_Segment03  |                 BMT  |CuGround Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |205.781*mm 205.782584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer5_Segment01  |                 BMT  |   PCB Z, Layer 5,  Segment 01  |                                   0*mm 0*mm 21*mm  |                    0*deg 0*deg -150*deg  | 0000ff   |                Tube  |205.782584*mm 205.882584*mm 356*mm 0.835495567217614*deg 118.329008865565*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer5_Segment02  |                 BMT  |   PCB Z, Layer 5,  Segment 02  |                                   0*mm 0*mm 21*mm  |                     0*deg 0*deg -30*deg  | 0000ff   |                Tube  |205.782584*mm 205.882584*mm 356*mm 0.835495567217614*deg 118.329008865565*deg  |               myFR4  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer5_Segment03  |                 BMT  |   PCB Z, Layer 5,  Segment 03  |                                   0*mm 0*mm 21*mm  |                      0*deg 0*deg 90*deg  | 0000ff   |                Tube  |205.782584*mm 205.882584*mm 356*mm 0.835495567217614*deg 118.329008865565*deg  |               myFR4  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer5_Segment01  |                 BMT  |CuStrips Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  | 353540   |                Tube  |205.882584*mm 205.894584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |     mybmtz6MMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer5_Segment02  |                 BMT  |CuStrips Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  | 353540   |                Tube  |205.882584*mm 205.894584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |     mybmtz6MMStrips  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer5_Segment03  |                 BMT  |CuStrips Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  | 353540   |                Tube  |205.882584*mm 205.894584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |     mybmtz6MMStrips  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer5_Segment01  |                 BMT  |KaptonStrips Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |205.894584*mm 205.969584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer5_Segment02  |                 BMT  |KaptonStrips Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |205.894584*mm 205.969584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer5_Segment03  |                 BMT  |KaptonStrips Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |205.894584*mm 205.969584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer5_Segment01  |                 BMT  |ResistStrips Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  | 000000   |                Tube  |205.969584*mm 205.989584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |  mybmtz6ResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer5_Segment02  |                 BMT  |ResistStrips Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  | 000000   |                Tube  |205.969584*mm 205.989584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |  mybmtz6ResistPaste  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer5_Segment03  |                 BMT  |ResistStrips Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  | 000000   |                Tube  |205.969584*mm 205.989584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |  mybmtz6ResistPaste  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer5_Segment01  |                 BMT  |  Gas1 Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |205.989584*mm 206.117584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer5_Segment02  |                 BMT  |  Gas1 Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |205.989584*mm 206.117584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer5_Segment03  |                 BMT  |  Gas1 Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |205.989584*mm 206.117584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer5_Segment01  |                 BMT  |  Mesh Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  | 252020   |                Tube  |206.117584*mm 206.135584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |         mybmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer5_Segment02  |                 BMT  |  Mesh Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  | 252020   |                Tube  |206.117584*mm 206.135584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |         mybmtMMMesh  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_Z_Layer5_Segment03  |                 BMT  |  Mesh Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  | 252020   |                Tube  |206.117584*mm 206.135584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |         mybmtMMMesh  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas2_Z_Layer5_Segment01  |                 BMT  | Gas2 Z, Layer 5,   Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |206.135584*mm 209.135584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 5 type manual 2 segment manual 1 strip manual 1 
BMT_Gas2_Z_Layer5_Segment02  |                 BMT  | Gas2 Z, Layer 5,   Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |206.135584*mm 209.135584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 5 type manual 2 segment manual 2 strip manual 1 
BMT_Gas2_Z_Layer5_Segment03  |                 BMT  | Gas2 Z, Layer 5,   Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |206.135584*mm 209.135584*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 5 type manual 2 segment manual 3 strip manual 1 
BMT_DriftCuElectrode_Z_Layer5_Segment01  |                 BMT  |DriftCuElectrode Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |209.135584*mm 209.135704*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_Z_Layer5_Segment02  |                 BMT  |DriftCuElectrode Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |209.135584*mm 209.135704*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_Z_Layer5_Segment03  |                 BMT  |DriftCuElectrode Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |209.135584*mm 209.135704*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer5_Segment01  |                 BMT  |DriftKapton Z, Layer 5,  Segment 01  |                                0*mm 0*mm 131.5*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |209.135704*mm 209.385704*mm 245.5*mm 0.821893800301296*deg 118.356212399397*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer5_Segment02  |                 BMT  |DriftKapton Z, Layer 5,  Segment 02  |                                0*mm 0*mm 131.5*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |209.135704*mm 209.385704*mm 245.5*mm 0.821893800301296*deg 118.356212399397*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer5_Segment03  |                 BMT  |DriftKapton Z, Layer 5,  Segment 03  |                                0*mm 0*mm 131.5*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |209.135704*mm 209.385704*mm 245.5*mm 0.821893800301296*deg 118.356212399397*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer5_Segment01  |                 BMT  |DriftCuGround Z, Layer 5,  Segment 01  |                                0*mm 0*mm 139.5*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |209.385704*mm 209.386114*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer5_Segment02  |                 BMT  |DriftCuGround Z, Layer 5,  Segment 02  |                                0*mm 0*mm 139.5*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |209.385704*mm 209.386114*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer5_Segment03  |                 BMT  |DriftCuGround Z, Layer 5,  Segment 03  |                                0*mm 0*mm 139.5*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |209.385704*mm 209.386114*mm 222.4*mm 3.43945675171251*deg 113.121086496575*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_C_Layer6_Segment01  |                 BMT  |coverlay C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |220.731*mm 220.781*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_C_Layer6_Segment02  |                 BMT  |coverlay C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |220.731*mm 220.781*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_C_Layer6_Segment03  |                 BMT  |coverlay C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |220.731*mm 220.781*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer6_Segment01  |                 BMT  |CuGround C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |220.781*mm 220.782584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer6_Segment02  |                 BMT  |CuGround C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |220.781*mm 220.782584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_C_Layer6_Segment03  |                 BMT  |CuGround C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |220.781*mm 220.782584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer6_Segment01  |                 BMT  |   PCB C, Layer 6,  Segment 01  |                                   0*mm 0*mm 21*mm  |                    0*deg 0*deg -150*deg  | 0000ff   |                Tube  |220.782584*mm 220.882584*mm 356*mm 0.778718614690492*deg 118.442562770619*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer6_Segment02  |                 BMT  |   PCB C, Layer 6,  Segment 02  |                                   0*mm 0*mm 21*mm  |                     0*deg 0*deg -30*deg  | 0000ff   |                Tube  |220.782584*mm 220.882584*mm 356*mm 0.778718614690492*deg 118.442562770619*deg  |               myFR4  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_C_Layer6_Segment03  |                 BMT  |   PCB C, Layer 6,  Segment 03  |                                   0*mm 0*mm 21*mm  |                      0*deg 0*deg 90*deg  | 0000ff   |                Tube  |220.782584*mm 220.882584*mm 356*mm 0.778718614690492*deg 118.442562770619*deg  |               myFR4  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer6_Segment01  |                 BMT  |CuStrips C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  | 353540   |                Tube  |220.882584*mm 220.894584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |     mybmtc6MMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer6_Segment02  |                 BMT  |CuStrips C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  | 353540   |                Tube  |220.882584*mm 220.894584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |     mybmtc6MMStrips  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_C_Layer6_Segment03  |                 BMT  |CuStrips C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  | 353540   |                Tube  |220.882584*mm 220.894584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |     mybmtc6MMStrips  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer6_Segment01  |                 BMT  |KaptonStrips C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |220.894584*mm 220.969584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer6_Segment02  |                 BMT  |KaptonStrips C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |220.894584*mm 220.969584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_C_Layer6_Segment03  |                 BMT  |KaptonStrips C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |220.894584*mm 220.969584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer6_Segment01  |                 BMT  |ResistStrips C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  | 000000   |                Tube  |220.969584*mm 220.989584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |  mybmtc6ResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer6_Segment02  |                 BMT  |ResistStrips C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  | 000000   |                Tube  |220.969584*mm 220.989584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |  mybmtc6ResistPaste  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_C_Layer6_Segment03  |                 BMT  |ResistStrips C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  | 000000   |                Tube  |220.969584*mm 220.989584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |  mybmtc6ResistPaste  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer6_Segment01  |                 BMT  |  Gas1 C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |220.989584*mm 221.117584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer6_Segment02  |                 BMT  |  Gas1 C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |220.989584*mm 221.117584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_C_Layer6_Segment03  |                 BMT  |  Gas1 C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |220.989584*mm 221.117584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer6_Segment01  |                 BMT  |  Mesh C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  | 252020   |                Tube  |221.117584*mm 221.135584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |         mybmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer6_Segment02  |                 BMT  |  Mesh C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  | 252020   |                Tube  |221.117584*mm 221.135584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |         mybmtMMMesh  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
