                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
BMT_DriftKapton_Z_Layer2_Segment03  |                 BMT  |DriftKapton Z, Layer 2,  Segment 03  |                                0*mm 0*mm 152.5*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |164.135704*mm 164.385704*mm 224.5*mm 1.04722698566088*deg 117.905546028678*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer2_Segment01  |                 BMT  |DriftCuGround Z, Layer 2,  Segment 01  |                              0*mm 0*mm 145.305*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |164.385704*mm 164.386114*mm 186.375*mm 4.40240449562665*deg 111.195191008747*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer2_Segment02  |                 BMT  |DriftCuGround Z, Layer 2,  Segment 02  |                              0*mm 0*mm 145.305*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |164.385704*mm 164.386114*mm 186.375*mm 4.40240449562665*deg 111.195191008747*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_Z_Layer2_Segment03  |                 BMT  |DriftCuGround Z, Layer 2,  Segment 03  |                              0*mm 0*mm 145.305*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |164.385704*mm 164.386114*mm 186.375*mm 4.40240449562665*deg 111.195191008747*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_Z_Layer3_Segment01  |                 BMT  |coverlay Z, Layer 3,  Segment 01  |                              0*mm 0*mm 148.305*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |175.731*mm 175.781*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_Z_Layer3_Segment02  |                 BMT  |coverlay Z, Layer 3,  Segment 02  |                              0*mm 0*mm 148.305*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |175.731*mm 175.781*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_coverlay_Z_Layer3_Segment03  |                 BMT  |coverlay Z, Layer 3,  Segment 03  |                              0*mm 0*mm 148.305*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |175.731*mm 175.781*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer3_Segment01  |                 BMT  |CuGround Z, Layer 3,  Segment 01  |                              0*mm 0*mm 148.305*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |175.781*mm 175.782584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer3_Segment02  |                 BMT  |CuGround Z, Layer 3,  Segment 02  |                              0*mm 0*mm 148.305*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |175.781*mm 175.782584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuGround_Z_Layer3_Segment03  |                 BMT  |CuGround Z, Layer 3,  Segment 03  |                              0*mm 0*mm 148.305*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |175.781*mm 175.782584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer3_Segment01  |                 BMT  |   PCB Z, Layer 3,  Segment 01  |                                   0*mm 0*mm 21*mm  |                    0*deg 0*deg -150*deg  | 0000ff   |                Tube  |175.782584*mm 175.882584*mm 356*mm 0.97812758442874*deg 118.043744831143*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer3_Segment02  |                 BMT  |   PCB Z, Layer 3,  Segment 02  |                                   0*mm 0*mm 21*mm  |                     0*deg 0*deg -30*deg  | 0000ff   |                Tube  |175.782584*mm 175.882584*mm 356*mm 0.97812758442874*deg 118.043744831143*deg  |               myFR4  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_PCB_Z_Layer3_Segment03  |                 BMT  |   PCB Z, Layer 3,  Segment 03  |                                   0*mm 0*mm 21*mm  |                      0*deg 0*deg 90*deg  | 0000ff   |                Tube  |175.782584*mm 175.882584*mm 356*mm 0.97812758442874*deg 118.043744831143*deg  |               myFR4  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer3_Segment01  |                 BMT  |CuStrips Z, Layer 3,  Segment 01  |                              0*mm 0*mm 148.305*mm  |                    0*deg 0*deg -150*deg  | 353540   |                Tube  |175.882584*mm 175.894584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |     mybmtz5MMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer3_Segment02  |                 BMT  |CuStrips Z, Layer 3,  Segment 02  |                              0*mm 0*mm 148.305*mm  |                     0*deg 0*deg -30*deg  | 353540   |                Tube  |175.882584*mm 175.894584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |     mybmtz5MMStrips  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_CuStrips_Z_Layer3_Segment03  |                 BMT  |CuStrips Z, Layer 3,  Segment 03  |                              0*mm 0*mm 148.305*mm  |                      0*deg 0*deg 90*deg  | 353540   |                Tube  |175.882584*mm 175.894584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |     mybmtz5MMStrips  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer3_Segment01  |                 BMT  |KaptonStrips Z, Layer 3,  Segment 01  |                              0*mm 0*mm 148.305*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |175.894584*mm 175.969584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer3_Segment02  |                 BMT  |KaptonStrips Z, Layer 3,  Segment 02  |                              0*mm 0*mm 148.305*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |175.894584*mm 175.969584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_KaptonStrips_Z_Layer3_Segment03  |                 BMT  |KaptonStrips Z, Layer 3,  Segment 03  |                              0*mm 0*mm 148.305*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |175.894584*mm 175.969584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer3_Segment01  |                 BMT  |ResistStrips Z, Layer 3,  Segment 01  |                              0*mm 0*mm 148.305*mm  |                    0*deg 0*deg -150*deg  | 000000   |                Tube  |175.969584*mm 175.989584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |  mybmtz5ResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer3_Segment02  |                 BMT  |ResistStrips Z, Layer 3,  Segment 02  |                              0*mm 0*mm 148.305*mm  |                     0*deg 0*deg -30*deg  | 000000   |                Tube  |175.969584*mm 175.989584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |  mybmtz5ResistPaste  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_ResistStrips_Z_Layer3_Segment03  |                 BMT  |ResistStrips Z, Layer 3,  Segment 03  |                              0*mm 0*mm 148.305*mm  |                      0*deg 0*deg 90*deg  | 000000   |                Tube  |175.969584*mm 175.989584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |  mybmtz5ResistPaste  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer3_Segment01  |                 BMT  |  Gas1 Z, Layer 3,  Segment 01  |                              0*mm 0*mm 148.305*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |175.989584*mm 176.117584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas1_Z_Layer3_Segment02  |                 BMT  |  Gas1 Z, Layer 3,  Segment 02  |                              0*mm 0*mm 148.305*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |175.989584*mm 176.117584*mm 210.295*mm 4.02662522256498*deg 111.94674955487*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
